Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
169.7133825,52.25512516,4.576767381,4.769018714,0,0,4,3
170.7136523,52.25512534,4.576767172,4.704160282,0,0,4,3
171.7193696,52.25512584,4.576767248,4.635396269,0,0,4,3
172.7265272,52.25512645,4.576767698,4.613316044,0,0,4,3
173.7139164,52.25512742,4.576768373,4.599159273,0,0,4,3
174.7116707,52.25512824,4.57676842,4.613165185,0,0,4,3
175.7183381,52.2551288,4.576768139,4.642933854,0,0,4,3
176.717275,52.25512928,4.576767962,4.728112815,0,0,4,3
177.7158485,52.2551294,4.576767915,4.783566519,0,0,4,3
178.7169827,52.25512991,4.576767838,4.859865075,0,0,4,3
179.7128658,52.25513019,4.576767571,4.919976984,0,0,4,3
180.7153657,52.25513049,4.576767518,5.012589713,0,0,4,3
181.7169126,52.255131,4.57676824,5.083086274,0,0,4,3
182.7148735,52.25513189,4.576768202,5.142725486,0,0,4,3
183.7128766,52.25513206,4.57676925,5.131872388,0,0,4,3
184.7192957,52.25513266,4.576770211,5.099291392,0,0,4,3
185.707917,52.25513314,4.576770529,5.090064693,0,0,4,3
186.7125079,52.25513367,4.576770973,5.12555591,0,0,4,3
187.722261,52.25513373,4.576771651,5.188219135,0,0,4,3
188.7158656,52.2551339,4.576771645,5.201268513,0,0,4,3
189.7100613,52.25513384,4.576771439,5.200371536,0,0,4,3
190.710511,52.25513337,4.576771104,5.23143401,0,0,4,3
191.721219,52.25513288,4.576771101,5.24651506,0,0,4,3
192.7133845,52.25513245,4.576771056,5.23713625,0,0,4,3
193.7164901,52.2551319,4.57677094,5.231232226,0,0,4,3
194.7127413,52.25513164,4.576770669,5.224282248,0,0,4,3
195.7195446,52.25513145,4.576770444,5.226647652,0,0,4,3
196.7142616,52.25513173,4.57677005,5.234689053,0,0,4,3
197.7169578,52.25513211,4.576770955,5.256128787,0,0,4,3
198.7155935,52.2551324,4.576771127,5.264779582,0,0,4,3
199.7150384,52.25513276,4.576771131,5.263849134,0,0,4,3
200.7234583,52.2551329,4.576771127,5.270149509,0,0,4,3
201.7115001,52.2551327,4.576770548,5.262784776,0,0,4,3
202.7168356,52.25513271,4.576770687,5.241171373,0,0,4,3
203.7165392,52.2551326,4.576770764,5.231770412,0,0,4,3
204.7118996,52.25513257,4.57677076,5.19367883,0,0,4,3
205.714565,52.2551322,4.576770912,5.164914099,0,0,4,3
206.7246139,52.25513182,4.576770967,5.152269976,0,0,4,3
207.7096176,52.25513185,4.576770918,5.179990882,0,0,4,3
208.7176367,52.25513184,4.576771885,5.202919516,0,0,4,3
209.7078646,52.25513179,4.57677215,5.220681011,0,0,4,3
210.7160952,52.2551316,4.576772392,5.235053523,0,0,4,3
211.7107238,52.25513148,4.576772586,5.254789573,0,0,4,3
212.715473,52.25513168,4.576772559,5.253698548,0,0,4,3
213.7201283,52.25513185,4.576772122,5.248000072,0,0,4,3
214.725588,52.25513196,4.576772235,5.248562175,0,0,4,3
215.7132018,52.25513249,4.576771882,5.24010439,0,0,4,3
216.7174015,52.25513272,4.576771117,5.229166978,0,0,4,3
217.7121324,52.2551328,4.576770624,5.231855181,0,0,4,3
218.7127296,52.2551326,4.57676923,5.217802443,0,0,4,3
219.7107342,52.25513272,4.576768297,5.197454577,0,0,4,3
220.7157147,52.25513272,4.57676787,5.188949225,0,0,4,3
221.7136706,52.25513257,4.576767509,5.163855229,0,0,4,3
222.7097312,52.2551325,4.576767525,5.185931705,0,0,4,3
223.7161568,52.25513243,4.576767494,5.198894952,0,0,4,3
224.714339,52.25513226,4.576767501,5.211996521,0,0,4,3
225.7099233,52.25513176,4.576767398,5.197166625,0,0,4,3
226.7182206,52.25513098,4.576767543,5.213779682,0,0,4,3
227.713104,52.2551266,4.576767755,5.273283231,0,0,4,3
228.7161391,52.25512298,4.576769005,5.341588079,0,0,4,3
229.720177,52.25512014,4.576766048,5.43182981,0,0,4,3
230.7135346,52.2551206,4.576765778,5.328679321,0,0,4,3
231.7174003,52.25512076,4.576765772,5.304988087,0,0,4,3
232.7149222,52.25512197,4.576766498,5.261515591,0,0,4,3
233.7158234,52.25512243,4.576766461,5.238538427,0,0,4,3
234.7117661,52.25512283,4.576766508,5.254303441,0,0,4,3
235.7179182,52.25512323,4.576766192,5.259124264,0,0,4,3
236.7156208,52.25512343,4.576765983,5.258061071,0,0,4,3
237.7137185,52.25512329,4.576766029,5.258661591,0,0,4,3
238.7137817,52.25512369,4.576766445,5.280474116,0,0,4,3
239.7085896,52.2551242,4.576766958,5.287983515,0,0,4,3
240.7294715,52.25512441,4.576766563,5.245164031,0,0,4,3
241.7206528,52.25512464,4.576766524,5.200488467,0,0,4,3
242.711174,52.25512503,4.576766504,5.189868813,0,0,4,3
243.7198205,52.25512551,4.576766943,5.177071017,0,0,4,3
244.7123495,52.25512584,4.576767249,5.180749062,0,0,4,3
245.7140879,52.25512609,4.576767466,5.205552898,0,0,4,3
246.7147243,52.2551262,4.576767994,5.21434698,0,0,4,3
247.7084382,52.25512659,4.576768184,5.237297834,0,0,4,3
248.7146245,52.25512685,4.576768611,5.269818546,0,0,4,3
249.7090981,52.2551273,4.576768677,5.263348885,0,0,4,3
250.7163482,52.25512766,4.576769363,5.243921587,0,0,4,3
251.7253904,52.25512806,4.576770566,5.250044453,0,0,4,3
252.7241971,52.2551286,4.576771172,5.265486884,0,0,4,3
253.7204549,52.25512904,4.576771214,5.297805291,0,0,4,3
254.7074044,52.25512942,4.576772379,5.314218545,0,0,4,3
255.713498,52.2551298,4.57677285,5.350693167,0,0,4,3
256.7121357,52.25513011,4.576773823,5.410012841,0,0,4,3
257.7116192,52.25513029,4.576774557,5.502431313,0,0,4,3
258.7161851,52.25513059,4.576774754,5.585548623,0,0,4,3
259.7255993,52.25513069,4.576775167,5.673329421,0,0,4,3
260.7158825,52.25513111,4.576774781,5.707974351,0,0,4,3
261.7134559,52.25513164,4.57677485,5.720494217,0,0,4,3
262.7211115,52.25513151,4.57677455,5.760509179,0,0,4,3
263.7193975,52.25513115,4.576773943,5.767744744,0,0,4,3
264.7191857,52.25513079,4.576773772,5.788876209,0,0,4,3
265.7172342,52.25513023,4.576774193,5.812997477,0,0,4,3
266.7172042,52.25513028,4.576774832,5.842637112,0,0,4,3
267.715193,52.25513018,4.5767752,5.859872894,0,0,4,3
268.7187275,52.25512999,4.576776019,5.867427559,0,0,4,3
269.7172789,52.25512955,4.576776836,5.870137926,0,0,4,3
270.7115519,52.25512945,4.576777212,5.890980575,0,0,4,3
271.7135727,52.25512927,4.576777756,5.88703136,0,0,4,3
272.71732,52.25512945,4.576780542,5.870918887,0,0,4,3
273.7116922,52.25512956,4.576782252,5.871851541,0,0,4,3
274.7180224,52.25512972,4.576782612,5.869548817,0,0,4,3
275.7184287,52.25512992,4.576782976,5.8499958,0,0,4,3
276.7192319,52.25513011,4.576783431,5.817191641,0,0,4,3
277.7116377,52.25513021,4.576783459,5.807943622,0,0,4,3
278.7142438,52.25513017,4.576783528,5.808892907,0,0,4,3
279.7105381,52.25512999,4.576783691,5.803868158,0,0,4,3
280.7154518,52.25513005,4.576783881,5.799285597,0,0,4,3
281.7245679,52.25513013,4.576784109,5.780773773,0,0,4,3
282.7187761,52.25513057,4.576784756,5.76777207,0,0,4,3
283.7096394,52.2551308,4.576785221,5.767354633,0,0,4,3
284.7130795,52.25513083,4.576785526,5.750724929,0,0,4,3
285.7067438,52.25513083,4.576786299,5.762230004,0,0,4,3
286.7109438,52.25513099,4.576787086,5.785450435,0,0,4,3
287.7120965,52.25513109,4.576788426,5.767145877,0,0,4,3
288.7116555,52.25513096,4.576788525,5.764168041,0,0,4,3
289.7109781,52.25513058,4.576788527,5.795933962,0,0,4,3
290.7069368,52.2551303,4.576788603,5.775003987,0,0,4,3
291.7135338,52.25513068,4.576788527,5.763548011,0,0,4,3
292.7170643,52.25513104,4.576788732,5.781239609,0,0,4,3
293.7072302,52.25513125,4.576789484,5.807756878,0,0,4,3
294.7121374,52.25513108,4.576790148,5.810594908,0,0,4,3
295.7160841,52.25513118,4.576790745,5.81449708,0,0,4,3
296.7143221,52.25513125,4.576790836,5.792605834,0,0,4,3
297.7224503,52.25513137,4.576791268,5.775061386,0,0,4,3
298.715135,52.25513128,4.576791211,5.752316019,0,0,4,3
299.7143551,52.25513139,4.576791264,5.754531945,0,0,4,3
300.7136672,52.25513152,4.576790745,5.737812396,0,0,4,3
