"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.713916920E-1,-5.999999642E-1,-1.038000011E1,8.159999847E0
1.813896920E-1,-5.999999642E-1,-1.050000000E1,7.739999771E0
1.913876920E-1,-5.399999619E-1,-1.097999954E1,7.679999828E0
2.013863580E-1,5.999999866E-2,-1.085999966E1,7.739999771E0
2.113848580E-1,1.199999973E-1,-1.134000015E1,7.919999599E0
2.213832580E-1,2.399999946E-1,-1.181999969E1,8.159999847E0
2.313819240E-1,1.799999923E-1,-1.169999981E1,8.340000153E0
2.413804950E-1,-4.199999869E-1,-1.230000019E1,8.519999504E0
2.513792450E-1,-4.799999893E-1,-1.211999989E1,8.579999924E0
2.613779110E-1,-8.999999762E-1,-1.188000011E1,9.059999466E0
2.713765110E-1,-9.599999785E-1,-1.200000000E1,9.300000191E0
2.813752380E-1,-3.599999845E-1,-1.205999947E1,9.179999352E0
2.913739040E-1,-7.199999690E-1,-1.247999954E1,9.359999657E0
3.013725190E-1,-8.399999738E-1,-1.284000015E1,9.239999771E0
3.113712330E-1,-1.019999981E0,-1.296000004E1,9.539999962E0
3.213698990E-1,-1.679999948E0,-1.289999962E1,9.960000038E0
3.313685240E-1,-1.740000010E0,-1.289999962E1,1.007999992E1
3.413672290E-1,-1.979999900E0,-1.289999962E1,9.719999313E0
3.513658950E-1,-2.460000038E0,-1.289999962E1,9.779999733E0
3.613646310E-1,-2.159999847E0,-1.284000015E1,9.899999619E0
3.713633310E-1,-2.159999847E0,-1.259999943E1,1.001999950E1
3.813619970E-1,-1.860000014E0,-1.247999954E1,1.050000000E1
3.913607240E-1,-1.439999938E0,-1.265999985E1,1.013999939E1
4.013594190E-1,-1.620000005E0,-1.301999950E1,1.007999992E1
4.113580850E-1,-1.500000000E0,-1.350000000E1,1.007999992E1
4.213568050E-1,-1.679999948E0,-1.379999924E1,1.026000023E1
4.313554970E-1,-2.339999914E0,-1.427999973E1,1.073999977E1
4.413541630E-1,-2.220000029E0,-1.457999992E1,1.080000019E1
4.513528770E-1,-2.039999962E0,-1.446000004E1,1.080000019E1
4.613515660E-1,-1.860000014E0,-1.469999981E1,1.067999935E1
4.713502320E-1,-1.199999928E0,-1.446000004E1,1.073999977E1
4.813489650E-1,-1.019999981E0,-1.446000004E1,1.080000019E1
4.913476980E-1,-1.019999981E0,-1.469999981E1,1.080000019E1
5.013464310E-1,-8.399999738E-1,-1.446000004E1,1.061999989E1
5.113451640E-1,-7.199999690E-1,-1.439999962E1,1.043999958E1
5.213438970E-1,-6.599999666E-1,-1.427999973E1,1.026000023E1
5.313426300E-1,-5.399999619E-1,-1.427999973E1,1.050000000E1
5.413413630E-1,-7.799999714E-1,-1.446000004E1,1.067999935E1
5.513400630E-1,-7.799999714E-1,-1.421999931E1,1.080000019E1
5.613388290E-1,-1.259999990E0,-1.434000015E1,1.085999966E1
5.713375620E-1,-1.559999943E0,-1.446000004E1,1.067999935E1
5.813362280E-1,-1.979999900E0,-1.439999962E1,1.026000023E1
5.913349940E-1,-2.639999866E0,-1.451999950E1,1.007999992E1
6.013337600E-1,-3.119999886E0,-1.457999992E1,1.055999947E1
6.113325260E-1,-3.659999847E0,-1.434000015E1,1.061999989E1
6.213312920E-1,-3.599999905E0,-1.439999962E1,1.080000019E1
6.313300580E-1,-3.959999800E0,-1.457999992E1,1.080000019E1
6.413288240E-1,-3.959999800E0,-1.427999973E1,1.080000019E1
6.513275900E-1,-4.079999924E0,-1.415999985E1,1.103999996E1
6.613262900E-1,-4.619999886E0,-1.427999973E1,1.127999973E1
6.713250560E-1,-4.559999943E0,-1.409999943E1,1.157999992E1
6.813238220E-1,-5.279999733E0,-1.427999973E1,1.085999966E1
6.913225220E-1,-5.219999790E0,-1.463999939E1,1.050000000E1
7.013212880E-1,-5.519999981E0,-1.439999962E1,1.031999969E1
7.113200540E-1,-5.639999866E0,-1.409999943E1,9.960000038E0
7.213187540E-1,-4.920000076E0,-1.385999966E1,1.026000023E1
7.313175200E-1,-4.920000076E0,-1.355999947E1,1.026000023E1
7.413162860E-1,-4.380000114E0,-1.355999947E1,1.050000000E1
7.513150520E-1,-4.079999924E0,-1.379999924E1,1.050000000E1
7.613138180E-1,-4.679999828E0,-1.409999943E1,1.013999939E1
7.713125840E-1,-5.039999962E0,-1.427999973E1,1.055999947E1
7.813113500E-1,-5.460000038E0,-1.463999939E1,1.038000011E1
7.913101160E-1,-5.940000057E0,-1.463999939E1,1.031999969E1
8.013088160E-1,-5.579999924E0,-1.439999962E1,1.085999966E1
