"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.140269200E-2,-2.537487507E0,1.739539385E0,2.658243179E-1
2.140169200E-2,-3.215599298E0,1.764032841E0,8.861665726E-1
3.140119200E-2,-3.430381536E0,1.558949947E0,1.296239853E0
4.140052500E-2,-3.263757229E0,1.236934900E0,1.269687653E0
5.140002500E-2,-3.233979702E0,9.751174450E-1,1.136514664E0
6.139962500E-2,-3.244538307E0,8.132654428E-1,9.892196655E-1
7.139895800E-2,-3.051979542E0,7.765688896E-1,7.107343674E-1
8.139810000E-2,-2.891224861E0,5.865399837E-1,6.248416901E-1
9.139735000E-2,-2.544036627E0,2.639892101E-1,4.887046814E-1
1.013964610E-1,-2.410196781E0,2.253866196E-2,5.166673660E-1
1.113956610E-1,-2.179312706E0,-1.941939592E-1,8.039674759E-1
1.213948420E-1,-1.802627325E0,-1.591324806E-1,1.065018654E0
1.313940920E-1,-1.711256981E0,-4.045678377E-1,9.555501938E-1
1.413933220E-1,-1.724221230E0,-3.487138748E-1,6.412677765E-1
1.513926790E-1,-1.700925231E0,-2.861499786E-1,5.598630905E-1
1.613919450E-1,-1.696481705E0,-2.860624790E-1,5.279207230E-1
1.713912570E-1,-1.742014647E0,-3.192726374E-1,4.419965744E-1
1.813904920E-1,-1.804418802E0,-3.820053339E-1,4.122676849E-1
1.913896580E-1,-2.285256386E0,3.629791737E-2,-1.436971664E0
2.013888680E-1,-1.978722334E0,3.596800566E-1,-1.942394733E0
2.113880180E-1,-2.073135853E0,4.775859118E-1,-1.915392876E0
2.213871130E-1,-1.963142037E0,5.245649815E-1,-1.845489502E0
2.313862490E-1,-1.963228822E0,6.912388802E-1,-2.283046722E0
2.413853350E-1,-1.982608080E0,5.417382717E-1,-2.110464096E0
2.513844600E-1,-1.945584536E0,4.549806118E-1,-1.666701794E0
2.613835400E-1,-2.004295588E0,3.384156227E-1,-1.617739201E0
2.713825780E-1,-2.167568684E0,1.289875507E-1,-1.131662369E0
2.813816520E-1,-2.375880241E0,2.939653397E-2,-1.086282730E0
2.913806870E-1,-2.420258522E0,-1.306605339E-2,-1.023795128E0
3.013796870E-1,-2.368463993E0,-5.527496338E-2,-9.099645615E-1
3.113787200E-1,-2.381568432E0,9.706187248E-2,-1.053841591E0
3.213777200E-1,-2.373811960E0,3.814594746E-1,-1.251083374E0
3.313766530E-1,-2.590764523E0,3.976302147E-1,-1.164904594E0
3.413756190E-1,-2.733404160E0,5.253851414E-1,-1.033320427E0
3.513745190E-1,-2.886059523E0,4.154131413E-1,-7.965164185E-1
3.613734190E-1,-3.016448021E0,2.981345654E-1,-3.825569153E-1
3.713723190E-1,-3.104654312E0,2.695345879E-1,-2.101335526E-1
3.813712190E-1,-3.177879333E0,3.373050690E-1,-3.133182526E-1
3.913701190E-1,-3.386916876E0,4.729347229E-1,-4.646825790E-1
4.013690190E-1,-3.533290863E0,5.919277668E-1,-6.423597336E-1
4.113678520E-1,-3.401588440E0,6.008520126E-1,-5.595779419E-1
4.213667180E-1,-3.822618008E0,8.215873241E-1,-8.595113754E-1
4.313655180E-1,-3.947097301E0,9.527101517E-1,-1.063178062E0
4.413642840E-1,-4.021683693E0,1.050042868E0,-1.147399902E0
4.513630170E-1,-4.083202362E0,1.207173586E0,-1.114478111E0
4.613617500E-1,-4.082003593E0,1.320841074E0,-1.038458824E0
4.713604160E-1,-4.065684319E0,1.496789694E0,-8.615150452E-1
4.813591490E-1,-4.102751732E0,1.631923437E0,-5.958690643E-1
4.913578820E-1,-4.130073547E0,1.768017054E0,-3.977270126E-1
5.013566150E-1,-4.160487652E0,1.783771753E0,-2.239408493E-1
5.113553480E-1,-4.025212288E0,1.640684128E0,5.505275726E-2
5.213540810E-1,-3.922770977E0,1.370709896E0,3.312253952E-1
5.313528140E-1,-3.776522636E0,1.127000332E0,6.347351074E-1
5.413515470E-1,-3.757587433E0,8.975040913E-1,1.034800529E0
5.513502470E-1,-4.044453621E0,7.597236633E-1,1.497500420E0
5.613490130E-1,-4.277922153E0,7.389535904E-1,1.802290916E0
5.713477460E-1,-4.455358982E0,8.278403282E-1,1.833225250E0
5.813464120E-1,-4.587330341E0,9.380788803E-1,1.939103127E0
5.913451780E-1,-4.104069710E0,8.256783485E-1,1.890827179E0
6.013439440E-1,-4.116553783E0,8.477344513E-1,2.077989578E0
6.113427100E-1,-3.958473206E0,9.952208996E-1,1.932137489E0
6.213414760E-1,-3.950799227E0,9.769916534E-1,1.660748482E0
6.313402420E-1,-3.936006546E0,9.209589958E-1,1.425756454E0
6.413390080E-1,-3.962637424E0,7.006828785E-1,1.392411232E0
6.513377740E-1,-4.011503220E0,3.103919029E-1,1.380572319E0
6.613364740E-1,-4.114412308E0,1.711010933E-2,1.428215981E0
6.713352400E-1,-4.174450874E0,-2.234926224E-1,1.482604980E0
6.813340060E-1,-4.343785763E0,-4.358289242E-1,1.402089119E0
