"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.375984957E2,1.200000000E1,5.579999924E1,9.599999785E-1
1.376084944E2,1.188000011E1,5.543999863E1,7.199999690E-1
1.376184931E2,1.200000000E1,5.573999786E1,4.199999869E-1
1.376284919E2,1.200000000E1,5.579999924E1,-2.999999821E-1
1.376384906E2,1.217999935E1,5.591999817E1,-1.199999928E0
1.376484893E2,1.259999943E1,5.609999847E1,-1.679999948E0
1.376584881E2,1.301999950E1,5.621999741E1,-2.460000038E0
1.376684868E2,1.338000011E1,5.639999771E1,-2.879999876E0
1.376784855E2,1.385999966E1,5.627999878E1,-3.779999971E0
1.376884842E2,1.415999985E1,5.634000015E1,-4.619999886E0
1.376984829E2,1.434000015E1,5.615999985E1,-5.639999866E0
1.377084816E2,1.457999992E1,5.597999954E1,-6.359999657E0
1.377184803E2,1.481999969E1,5.627999878E1,-7.139999866E0
1.377284791E2,1.529999924E1,5.639999771E1,-8.340000153E0
1.377384778E2,1.547999954E1,5.639999771E1,-9.000000000E0
1.377484766E2,1.596000004E1,5.615999985E1,-9.659999847E0
1.377584754E2,1.655999947E1,5.586000061E1,-1.001999950E1
1.377684742E2,1.668000031E1,5.519999695E1,-9.840000153E0
1.377784730E2,1.721999931E1,5.543999863E1,-1.026000023E1
1.377884717E2,1.781999969E1,5.513999939E1,-1.055999947E1
1.377984705E2,1.794000053E1,5.471999741E1,-1.073999977E1
1.378084693E2,1.829999924E1,5.447999954E1,-1.157999992E1
1.378184681E2,1.860000038E1,5.411999893E1,-1.169999981E1
1.378284668E2,1.902000046E1,5.393999863E1,-1.200000000E1
1.378384656E2,1.950000000E1,5.363999939E1,-1.217999935E1
1.378484643E2,1.973999977E1,5.369999695E1,-1.188000011E1
1.378584631E2,2.015999985E1,5.357999802E1,-1.235999966E1
1.378684618E2,2.021999931E1,5.369999695E1,-1.235999966E1
1.378784606E2,2.034000015E1,5.405999756E1,-1.253999996E1
1.378884594E2,2.063999939E1,5.423999786E1,-1.265999985E1
1.378984581E2,2.087999916E1,5.387999725E1,-1.242000008E1
1.379084569E2,2.129999924E1,5.387999725E1,-1.242000008E1
1.379184557E2,2.207999992E1,5.334000015E1,-1.242000008E1
1.379284544E2,2.243999863E1,5.334000015E1,-1.217999935E1
1.379384532E2,2.273999977E1,5.334000015E1,-1.181999969E1
1.379484520E2,2.303999901E1,5.339999771E1,-1.223999977E1
1.379584509E2,2.279999924E1,5.369999695E1,-1.230000019E1
1.379684498E2,2.243999863E1,5.327999878E1,-1.242000008E1
1.379784487E2,2.292000008E1,5.339999771E1,-1.247999954E1
1.379884475E2,2.310000038E1,5.279999924E1,-1.169999981E1
1.379984464E2,2.345999908E1,5.231999969E1,-1.121999931E1
1.380084453E2,2.429999924E1,5.207999802E1,-1.080000019E1
1.380184442E2,2.453999901E1,5.177999878E1,-1.061999989E1
1.380284431E2,2.442000008E1,5.219999695E1,-1.061999989E1
1.380384420E2,2.429999924E1,5.261999893E1,-1.092000008E1
1.380484409E2,2.405999947E1,5.297999954E1,-1.103999996E1
1.380584398E2,2.418000031E1,5.321999741E1,-1.097999954E1
1.380684386E2,2.442000008E1,5.327999878E1,-1.175999928E1
1.380784374E2,2.442000008E1,5.303999710E1,-1.193999958E1
1.380884363E2,2.489999962E1,5.255999756E1,-1.247999954E1
1.380984351E2,2.477999878E1,5.243999863E1,-1.289999962E1
1.381084340E2,2.465999985E1,5.213999939E1,-1.284000015E1
1.381184328E2,2.484000015E1,5.207999802E1,-1.289999962E1
1.381284317E2,2.465999985E1,5.213999939E1,-1.307999992E1
1.381384306E2,2.435999870E1,5.195999908E1,-1.296000004E1
1.381484294E2,2.447999954E1,5.195999908E1,-1.277999973E1
1.381584283E2,2.405999947E1,5.207999802E1,-1.296000004E1
1.381684272E2,2.453999901E1,5.225999832E1,-1.307999992E1
1.381784260E2,2.460000038E1,5.225999832E1,-1.338000011E1
1.381884248E2,2.442000008E1,5.219999695E1,-1.367999935E1
1.381984237E2,2.471999931E1,5.213999939E1,-1.338000011E1
1.382084225E2,2.411999893E1,5.195999908E1,-1.331999969E1
1.382184214E2,2.387999916E1,5.195999908E1,-1.301999950E1
1.382284202E2,2.400000000E1,5.129999924E1,-1.289999962E1
1.382384190E2,2.369999886E1,5.147999954E1,-1.313999939E1
1.382484178E2,2.351999855E1,5.147999954E1,-1.301999950E1
1.382584165E2,2.369999886E1,5.141999817E1,-1.319999981E1
1.382684152E2,2.351999855E1,5.202000046E1,-1.331999969E1
1.382784140E2,2.369999886E1,5.165999985E1,-1.307999992E1
1.382884127E2,2.387999916E1,5.189999771E1,-1.307999992E1
1.382984114E2,2.376000023E1,5.195999908E1,-1.277999973E1
1.383084101E2,2.381999969E1,5.184000015E1,-1.247999954E1
1.383184088E2,2.381999969E1,5.207999802E1,-1.289999962E1
1.383284075E2,2.334000015E1,5.213999939E1,-1.277999973E1
1.383384062E2,2.327999878E1,5.225999832E1,-1.242000008E1
1.383484049E2,2.339999962E1,5.268000031E1,-1.223999977E1
1.383584036E2,2.310000038E1,5.255999756E1,-1.121999931E1
1.383684024E2,2.339999962E1,5.237999725E1,-1.043999958E1
1.383784012E2,2.351999855E1,5.225999832E1,-1.061999989E1
1.383883999E2,2.351999855E1,5.237999725E1,-1.013999939E1
1.383983987E2,2.363999939E1,5.237999725E1,-1.026000023E1
1.384083975E2,2.334000015E1,5.225999832E1,-1.043999958E1
1.384183962E2,2.285999870E1,5.261999893E1,-1.001999950E1
1.384283949E2,2.261999893E1,5.273999786E1,-9.599999428E0
1.384383937E2,2.243999863E1,5.315999985E1,-9.119999886E0
1.384483924E2,2.237999916E1,5.345999908E1,-9.059999466E0
1.384583911E2,2.255999947E1,5.345999908E1,-9.059999466E0
1.384683898E2,2.250000000E1,5.321999741E1,-9.239999771E0
1.384783886E2,2.237999916E1,5.291999817E1,-9.599999428E0
1.384883873E2,2.243999863E1,5.309999847E1,-9.719999313E0
1.384983860E2,2.273999977E1,5.291999817E1,-9.719999313E0
1.385083848E2,2.261999893E1,5.309999847E1,-9.719999313E0
1.385183836E2,2.255999947E1,5.357999802E1,-9.899999619E0
1.385283824E2,2.250000000E1,5.334000015E1,-9.300000191E0
1.385383811E2,2.231999969E1,5.352000046E1,-9.119999886E0
1.385483799E2,2.207999992E1,5.345999908E1,-9.300000191E0
1.385583787E2,2.237999916E1,5.334000015E1,-9.000000000E0
1.385683774E2,2.237999916E1,5.381999969E1,-9.059999466E0
1.385783762E2,2.213999939E1,5.381999969E1,-9.059999466E0
1.385883749E2,2.184000015E1,5.381999969E1,-8.819999695E0
1.385983736E2,2.142000008E1,5.418000031E1,-8.699999809E0
1.386083724E2,2.081999969E1,5.400000000E1,-8.519999504E0
1.386183712E2,2.015999985E1,5.447999954E1,-8.220000267E0
1.386283699E2,2.010000038E1,5.447999954E1,-7.799999714E0
1.386383687E2,1.992000008E1,5.418000031E1,-7.619999886E0
1.386483674E2,1.985999870E1,5.436000061E1,-7.799999714E0
1.386583662E2,1.968000031E1,5.436000061E1,-7.679999828E0
1.386683649E2,1.913999939E1,5.519999695E1,-7.259999752E0
1.386783636E2,1.860000038E1,5.561999893E1,-6.779999733E0
1.386883623E2,1.787999916E1,5.609999847E1,-6.599999905E0
1.386983610E2,1.776000023E1,5.603999710E1,-6.119999886E0
