,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Pressure (hPa),Distance (cm)
count,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,1.0
mean,-0.09729054853835034,2.1926108229658676,9.064558306090364,0.029387876618388376,0.029042812833670797,0.03587230677890382,-0.2526579901105499,-0.09537593118083976,-0.4527785319648096,52.25512731781244,4.576756893705989,3.4334082760457627,0.010222907591186442,5.101957573322034,4.413575139649717,3.987806835877966,-5.456813630665703,-11.686807047111841,7.442421950494347,999.606596492524,8.0
std,0.22824021321599006,0.3887350020193011,0.3386210412684963,0.0744158031455038,0.06782160448226596,0.08443214747249408,0.28514127268727546,0.19317305609537755,0.4017003282684094,6.819646474517706e-06,9.992404609672381e-06,0.276658135528475,0.022859116301591514,11.408323952267937,0.5479912721550753,2.20880323366211,1.5220867695403797,1.7143551608238359,0.8952041511019031,0.010146723729216885,
min,-0.4162382596342801,1.681712014777778,8.39452707763889,-0.004020935363384265,-0.004906474671017698,-0.0032170925999461136,-0.6638021738813296,-0.48508373327142856,-1.2724916595142854,52.25511990583334,4.5767426243220335,3.1504468192333337,0.0,0.0,4.0,3.0,-7.388571262428572,-14.34839207334574,6.317142622714285,999.5914793714522,8.0
25%,-0.20619760108974777,1.9705932856083268,9.091666079838035,-0.0009997918567519561,0.0005869153411909678,0.0008878269171817751,-0.45264580433698587,-0.047605182345138,-0.29860389660202163,52.2551231405,4.576752057683333,3.1884457484666657,0.0,0.0,4.0,3.0,-6.235618090385986,-12.665136362101538,6.768367800064967,999.6042688003341,8.0
50%,-0.13779333639666763,2.1700407941701996,9.1725113920646,-5.462004347030566e-05,0.003435604603293772,0.0027031784152504847,-0.0820161008707172,-0.030678480615390302,-0.295722373514419,52.25512678900001,4.576757495883333,3.3895466075000003,0.0,0.0,4.133333333333334,3.0,-5.87607638331429,-11.219244877312155,7.510145165460014,999.608009033,8.0
75%,0.06211586202028962,2.3747611549189207,9.258648135716776,0.0003763566644052223,0.004888575304480953,0.0041480900306827785,-0.06544621102377628,-0.01296792044764504,-0.2819100723068821,52.25512890813559,4.576765496166668,3.70070261552034,0.0,0.0,4.677966101694915,3.0,-4.3160809813129415,-10.263041907754822,7.950732195832482,999.6097460925001,8.0
max,0.20832840235901245,2.7867592767541653,9.295721948744077,0.18125226872147057,0.16728189134108823,0.20813213945588233,-0.052001611806664017,0.034496924063954444,-0.2758644090434749,52.25513784559323,4.576766794474578,3.737899589508474,0.05111453795593221,25.509787866610168,5.256576263220339,7.93903417938983,-3.448609914881352,-10.24255267976729,8.698395531775175,999.6194791653334,8.0
