,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Pressure (hPa),Distance (cm)
count,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,51.0,51.0,51.0,50.0,1.0
mean,1.439611074616729,0.15827022532927082,9.455202672927928,-0.00037361677313498036,-0.0010575909758169153,0.0005604456566744135,-0.04064518762374211,-0.002683124965908351,-0.23979591463185326,52.2550939625,4.5768153125,-0.9130038546749999,0.0,0.0,14.5817499175,2.0,19.702328084543858,-7.153159867561332,-5.2844518219104915,1000.2774172871412,8.0
std,0.001750317229529065,0.006143564120209888,0.005970831167174752,7.479952315655223e-05,0.00017568596812522438,0.0001495411000121848,0.018607711466861663,0.0036058290761075648,0.011010377993094952,3.423422472493674e-06,4.312916646457942e-06,0.03535285935797557,0.0,0.0,0.22292968832934126,0.0,0.11380742901033813,0.0838647434016067,0.17720909907930416,0.02432395419179685,
min,1.4330674583285976,0.1483939617337042,9.442390175489345,-0.000498652966771773,-0.0014049448251962965,-0.00023791915933678,-0.17061828662834977,-0.003983819485000001,-0.3071609290429216,52.2550889,4.5768103,-1.000497717,0.0,0.0,14.12699986,2.0,19.511999134,-7.631999778800001,-5.58989987053167,1000.2081909333333,8.0
25%,1.4389679385001732,0.1530895322306539,9.450955278379514,-0.0004161912090462656,-0.0011308510426208036,0.0004940651607593586,-0.038814944823547484,-0.0034088485811824176,-0.24282326141875002,52.2550915,4.576811725,-0.90050804645,0.0,0.0,14.5607497725,2.0,19.598399518725017,-7.18239983958501,-5.434399874195007,1000.2582061583333,8.0
50%,1.4397516630213414,0.15583114128856326,9.455063864060632,-0.00037785638576626305,-0.0010804019363451793,0.0005746883789523171,-0.03822075645100667,-0.003153106085909019,-0.23847515106233322,52.2550937,4.5768147,-0.9005053249499999,0.0,0.0,14.637499810000001,2.0,19.703799511766693,-7.142599832273331,-5.2919999124,1000.2763956666666,8.0
75%,1.4407668365480055,0.16472889786236722,9.459754641508464,-0.0003472425788309364,-0.0010111331724194557,0.0006408753181923904,-0.03748830765481664,-0.002922149958794793,-0.23435058832158354,52.255096574999996,4.576818374999999,-0.9005030527,0.0,0.0,14.6744999875,2.0,19.786249491841673,-7.115780653552129,-5.130199878186672,1000.2947987708335,8.0
max,1.4423288812592592,0.16731112355393377,9.469437697097607,1.5298793961974103e-05,-7.475811922837841e-05,0.0008761165145333333,-0.031214761735599998,0.02246961126664805,-0.22889973004666667,52.2550993,4.5768216,-0.9004989721,0.0,0.0,14.875,2.0,19.950199537383345,-7.045699837236678,-4.968199869391668,1000.3168456833332,8.0
