,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Pressure (hPa),Distance (cm)
count,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,1.0
mean,1.4400228698698194,0.15702837431567515,9.45590055194439,-0.00037088735665976886,-0.0011102585298433042,0.0006083092788195394,-0.0392306237405208,-0.0028782291437721014,-0.23909452899707537,52.25509383333333,4.576815666666667,-0.9105038699566667,0.0,0.0,14.586666585,2.0,19.673763540650516,-7.224981128098777,-5.2856040558175374,1000.2774192612926,8.0
std,0.0017072557574555457,0.005860906936505574,0.004367599906851814,1.8294622069414776e-05,0.00016465645574909623,0.00013688244773582705,0.0066567097346493164,0.00113154692091623,0.005541936720637734,2.2896809561459842e-06,4.109000959948791e-06,0.022357709101571338,0.0,0.0,0.1403656422018184,0.0,0.1261859702978488,0.2026899626579566,0.15513834537626284,0.019220155423919527,
min,1.4370970794718447,0.1499525457592593,9.449170269572065,-0.0003944082786348641,-0.0014049448251962965,0.0004968487009114865,-0.05152932553479175,-0.003983819485000001,-0.24717583624559172,52.2550912,4.5768118,-0.9504985556000001,0.0,0.0,14.368499759999999,2.0,19.511999134,-7.631999778800001,-5.468379870473458,1000.253954676666,8.0
25%,1.439764024459247,0.1529826314835331,9.454127938546623,-0.0003826150515111561,-0.0011338806159766125,0.0005350876560998898,-0.03885828980802474,-0.0033556892107781343,-0.24273866800515678,52.25509196666667,4.576811833333333,-0.9005086696333334,0.0,0.0,14.547500135,2.0,19.593379511517693,-7.191729837921839,-5.416184880903474,1000.2683024116661,8.0
50%,1.4401710406669568,0.15634507433911135,9.455563166608762,-0.00037318896257504234,-0.0010858978685540335,0.0005724524891400592,-0.03810151447847533,-0.003122689334061443,-0.23791600314747152,52.2550939,4.5768158,-0.9005060827,0.0,0.0,14.61100006,2.0,19.662599512100613,-7.150954836318865,-5.2687448963107055,1000.2711998781307,8.0
75%,1.4405983787396552,0.16086570773718817,9.459112121105868,-0.00035760952783393937,-0.0010355964331822142,0.0006001276978643637,-0.0375199370930497,-0.0029640211227177264,-0.23548830812975427,52.25509545,4.5768173,-0.9005042722,0.0,0.0,14.67199993,2.0,19.748492005144822,-7.116659836459373,-5.189457377068672,1000.2916951516655,8.0
max,1.4423288812592592,0.16529314872168147,9.461162073745939,-0.00034636447209689857,-0.0009161064635797152,0.0008761165145333333,-0.031214761735599998,-0.0006956891542228669,-0.23253403202701692,52.25509665,4.5768216,-0.90050176965,0.0,0.0,14.734333040000001,2.0,19.857954071552275,-7.105427642192555,-5.079394925387965,1000.3019441883346,8.0
