"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.092148271E0,-2.975666523E-2,-5.326569080E-2,-2.329435349E-1
1.102147037E0,-3.687751293E-2,-2.429282665E-2,-2.229642868E-1
1.112145703E0,-3.447985649E-2,-3.170406818E-2,-2.272558212E-1
1.122144503E0,-2.255415916E-2,-2.958846092E-2,-2.219524384E-1
1.132143269E0,-3.188979626E-2,-2.036631107E-2,-2.118997574E-1
1.142142035E0,-3.380453587E-2,-1.305115223E-2,-2.307119370E-1
1.152140801E0,-3.529214859E-2,-3.298938274E-2,-2.302885056E-1
1.162139567E0,-6.082665920E-2,-3.267014027E-2,-2.611646652E-1
1.172138333E0,-1.005162001E-1,-4.537427425E-2,-2.823200226E-1
1.182137133E0,-1.162465811E-1,-6.763505936E-2,-3.034801483E-1
1.192135966E0,-1.325043440E-1,-7.552981377E-2,-3.460884094E-1
1.202134832E0,-1.066991091E-1,-6.424725056E-2,-3.789234161E-1
1.212133765E0,-7.742905617E-2,-6.543540955E-2,-3.707103729E-1
1.222132665E0,-3.762960434E-2,-6.427013874E-2,-3.430547714E-1
1.232131598E0,-2.722346783E-2,-9.217655659E-2,-3.070907593E-1
1.242130564E0,-1.248776913E-2,-8.904576302E-2,-2.303037643E-1
1.252129564E0,-2.124440670E-2,-8.618652821E-2,-1.655139923E-1
1.262128597E0,-1.437306404E-2,-6.676638126E-2,-9.613704681E-2
1.272127630E0,-1.500856876E-2,-5.202722549E-2,-5.112552643E-2
1.282126663E0,-1.407706738E-2,-2.273762226E-2,-5.433750153E-2
1.292125729E0,-6.902456284E-3,-4.701972008E-3,-7.712078094E-2
1.302124962E0,3.611207008E-3,-5.093097687E-3,-1.074008942E-1
1.312123995E0,-2.955436707E-3,7.091999054E-3,-1.257524490E-1
1.322123095E0,-5.579948425E-3,2.898216248E-3,-1.272373199E-1
1.332122128E0,7.737517357E-3,1.374518871E-2,-1.262807846E-1
1.342121161E0,1.443648338E-2,2.468693256E-2,-1.422100067E-1
1.352120227E0,-4.777550697E-3,2.505064011E-2,-1.575565338E-1
1.362119227E0,-1.048994064E-2,2.043485641E-2,-1.564178467E-1
1.372118293E0,5.051875114E-2,1.319003105E-2,-2.035465240E-1
1.382117359E0,-1.693104506E-1,-7.059097290E-2,-2.079381943E-1
1.392116425E0,-1.988471746E-1,-9.178960323E-2,-2.245941162E-1
1.402115491E0,-1.841845512E-1,-7.896375656E-2,-2.439613342E-1
1.412114591E0,-1.399066448E-1,-5.172777176E-2,-2.491512299E-1
1.422113691E0,-5.755901337E-2,-6.297802925E-2,-2.542610168E-1
1.432112757E0,1.205468178E-2,-5.266797543E-2,-2.376680374E-1
1.442111757E0,4.436635971E-2,-2.985250950E-2,-2.280664444E-1
1.452110823E0,4.739117622E-2,-1.448178291E-2,-2.135152817E-1
1.462109889E0,5.487012863E-2,-4.241347313E-3,-2.084121704E-1
1.472108889E0,3.793776035E-2,-1.582574844E-2,-2.103462219E-1
1.482107922E0,1.346361637E-2,-8.428454399E-3,-2.025976181E-1
1.492106855E0,-4.647970200E-3,1.293134689E-2,-2.041845322E-1
1.502105788E0,7.445335388E-3,1.201856136E-2,-2.317876816E-1
1.512104654E0,-3.338813782E-3,1.538753510E-2,-2.494440079E-1
1.522103487E0,1.720309258E-3,2.530527115E-2,-2.284851074E-1
1.532102353E0,1.588165760E-2,2.505707741E-2,-2.504129410E-1
1.542101186E0,1.325690746E-2,7.998704910E-3,-2.292242050E-1
1.552099919E0,2.962648869E-2,5.709648132E-3,-1.865167618E-1
1.562098685E0,3.484010696E-2,-3.384947777E-3,-1.751670837E-1
1.572097451E0,1.687479019E-2,-2.149927616E-2,-1.592864990E-1
1.582096151E0,-1.653289795E-2,-2.693140507E-2,-1.150779724E-1
1.592094884E0,-2.719712257E-2,-3.411126137E-2,-1.263065338E-1
1.602093450E0,-5.845129490E-2,-6.037557125E-2,-1.018371582E-1
1.612092150E0,-9.100782871E-2,-7.172262669E-2,-9.924697876E-2
1.622090883E0,-7.727360725E-2,-7.073128223E-2,-1.184444427E-1
1.632089649E0,-5.325043201E-2,-7.188177109E-2,-1.330480576E-1
1.642088449E0,-5.304443836E-2,-8.709931374E-2,-1.381549835E-1
1.652087215E0,-6.685817242E-2,-9.221041203E-2,-1.601915359E-1
1.662085981E0,-7.063412666E-2,-8.470225334E-2,-2.039871216E-1
1.672084747E0,-5.721747875E-2,-8.648002148E-2,-2.144079208E-1
1.682083513E0,-6.034469604E-2,-9.985888004E-2,-2.273330688E-1
1.692082213E0,-5.141758919E-2,-9.109449387E-2,-2.212247849E-1
1.702080979E0,-4.979753494E-2,-1.015771627E-1,-1.983108521E-1
1.712079745E0,-1.445031166E-2,-1.044008732E-1,-1.851005554E-1
1.722078411E0,-1.119613647E-3,-8.093857765E-2,-1.454410553E-1
1.732077177E0,-9.432554245E-3,-6.948423386E-2,-1.296958923E-1
1.742075943E0,3.746271133E-3,-6.071090698E-2,-1.234655380E-1
1.752074709E0,2.120828629E-2,-4.981565475E-2,-1.338367462E-1
1.762073475E0,-1.692056656E-2,-4.204499722E-2,-1.631240845E-1
1.772072241E0,-1.186418533E-2,-1.575875282E-2,-1.540098190E-1
1.782071041E0,-2.373254299E-2,-1.168918610E-2,-1.782627106E-1
1.792069841E0,-3.746664524E-2,1.336050034E-2,-1.833782196E-1
1.802068541E0,-1.706385612E-2,1.847422123E-2,-2.172193527E-1
1.812067307E0,-3.702378273E-2,3.480398655E-2,-2.198753357E-1
1.822066073E0,-4.186534882E-2,3.630578518E-2,-2.561311722E-1
1.832064773E0,-3.442192078E-2,2.537369728E-2,-2.564582825E-1
1.842063539E0,-2.459776402E-2,1.444745064E-2,-2.424182892E-1
1.852062305E0,-2.948498726E-2,1.123857498E-2,-2.092409134E-1
1.862061005E0,-6.188511848E-3,1.804029942E-2,-1.233510971E-1
1.872059805E0,8.841395378E-3,1.318395138E-2,-1.091127396E-1
1.882058571E0,-2.925872803E-2,1.054811478E-2,-8.995914459E-2
1.892057337E0,-5.302107334E-2,-1.141488552E-2,-7.556152344E-2
1.902056103E0,-6.735408306E-2,-3.334343433E-2,-1.233882904E-1
1.912054869E0,-5.549442768E-2,-8.160936832E-2,-1.352682114E-1
1.922053635E0,-3.930819035E-2,-7.386052608E-2,-1.520051956E-1
1.932052368E0,-3.071320057E-2,-6.814432144E-2,-1.806907654E-1
1.942051034E0,-3.131985664E-2,-5.980670452E-2,-1.951303482E-1
1.952049767E0,-4.816305637E-2,-7.031345367E-2,-2.169132233E-1
1.962048500E0,-6.661736965E-2,-7.561433315E-2,-2.149925232E-1
1.972047166E0,-6.006109715E-2,-9.230959415E-2,-1.918458939E-1
1.982045899E0,-8.372747898E-2,-7.953047752E-2,-2.001419067E-1
1.992044632E0,-8.510303497E-2,-7.369685173E-2,-1.894788742E-1
2.002043365E0,-1.053164005E-1,-7.463347912E-2,-1.909217834E-1
2.012042098E0,-1.300128698E-1,-6.830012798E-2,-1.804685593E-1
2.022040864E0,-1.205494404E-1,-5.035829544E-2,-1.772661209E-1
2.032039630E0,-1.014814377E-1,-5.642759800E-2,-1.716585159E-1
2.042038396E0,-1.257728338E-1,-4.888713360E-2,-1.778354645E-1
2.052037096E0,-1.072859764E-1,-3.004503250E-2,-1.646776199E-1
2.062035862E0,-9.611046314E-2,-4.285395145E-2,-1.633729935E-1
2.072034628E0,-6.172120571E-2,-2.249813080E-2,-1.762199402E-1
2.082033294E0,-4.747807980E-2,-3.884756565E-2,-1.480264664E-1
2.092032027E0,-4.067158699E-2,-1.443684101E-2,-1.533088684E-1
2.102030793E0,-1.723837852E-2,-2.295851707E-3,-1.369657516E-1
2.112029493E0,-2.500891685E-2,-2.475500107E-3,-1.444892883E-1
2.122028259E0,-3.978729248E-2,-2.636265755E-2,-1.568765640E-1
2.132027025E0,-4.193794727E-2,-3.834462166E-2,-1.669921875E-1
2.142025791E0,-3.671336174E-2,-5.217266083E-2,-1.987867355E-1
2.152024557E0,-4.364490509E-2,-6.583869457E-2,-1.994447708E-1
2.162023323E0,-6.252276897E-2,-5.793464184E-2,-1.929302216E-1
2.172022056E0,-6.945049763E-2,-6.150364876E-2,-2.008581161E-1
2.182020822E0,-5.746626854E-2,-6.545710564E-2,-2.182474136E-1
2.192019522E0,-7.535541058E-2,-7.633161545E-2,-2.282676697E-1
2.202018288E0,-6.042957306E-2,-6.799459457E-2,-2.309684753E-1
2.212017054E0,-5.079758167E-2,-7.341158390E-2,-2.264890671E-1
2.222015754E0,-6.318461895E-2,-5.932140350E-2,-2.123947144E-1
2.232014520E0,-3.045737743E-2,-5.705928802E-2,-1.886701584E-1
2.242013286E0,-5.085861683E-2,-4.249465466E-2,-1.840629578E-1
2.252012052E0,-2.797877789E-2,-3.991663456E-2,-1.746997833E-1
2.262010852E0,-3.413271904E-2,-1.612126827E-2,-1.676149368E-1
2.272009652E0,-3.311455250E-2,-7.242679596E-3,-1.532516479E-1
2.282008452E0,-2.921795845E-2,-8.619666100E-3,-1.388740540E-1
2.292007285E0,-1.810586452E-2,-1.788532734E-2,-1.387500763E-1
2.302006118E0,-1.734852791E-2,-2.455031872E-2,-1.361074448E-1
2.312005018E0,-2.063786983E-2,-3.404128551E-2,-1.550951004E-1
2.322003884E0,7.511854172E-3,-2.649641037E-2,-1.741895676E-1
2.332002684E0,-1.209604740E-2,-3.334546089E-2,-1.837301254E-1
2.342001550E0,2.284038067E-2,-2.597367764E-2,-1.668024063E-1
2.352000416E0,3.344643116E-2,-8.854150772E-3,-1.665830612E-1
2.361999216E0,6.047356129E-2,3.206133842E-3,-1.806144714E-1
2.371998082E0,4.590845108E-2,4.986643791E-3,-1.751918793E-1
2.381996948E0,5.544018745E-2,2.040660381E-2,-1.888351440E-1
2.391995814E0,7.660448551E-2,1.355767250E-2,-1.735544205E-1
2.401994680E0,8.598148823E-2,1.594901085E-2,-1.414957047E-1
2.411993546E0,1.174976826E-1,5.660772324E-3,-1.190147400E-1
2.421992412E0,8.086919785E-2,-1.235592365E-2,-1.254377365E-1
2.431991278E0,1.249262094E-1,-6.375861168E-2,-3.046150208E-1
2.441990078E0,-4.850399494E-2,-6.323933601E-3,-2.154712677E-1
2.451988944E0,-2.507089376E-1,1.336467266E-2,-2.197771072E-1
2.461987810E0,-3.953472376E-1,3.962278366E-2,-1.737060547E-1
2.471986610E0,-4.790757895E-1,3.144836426E-2,-1.463527679E-1
2.481985476E0,-4.284738302E-1,-4.276752472E-3,-1.758127213E-1
2.491984342E0,-3.492938280E-1,-2.510666847E-2,-1.832990646E-1
2.501983208E0,-2.588170767E-1,-3.967177868E-2,-1.784477234E-1
2.511982074E0,-1.684322357E-1,-1.004014015E-1,-1.398706436E-1
2.521980940E0,-9.657597542E-2,-1.126602888E-1,-1.632909775E-1
2.531979806E0,-7.102167606E-2,-1.081132889E-1,-1.769790649E-1
2.541978672E0,-5.274856091E-2,-1.375256777E-1,-1.977529526E-1
2.551977472E0,-4.365766048E-2,-1.072562933E-1,-2.161817551E-1
2.561976305E0,-5.062997341E-2,-1.064625978E-1,-2.274408340E-1
2.571975138E0,-6.166517735E-2,-6.548678875E-2,-2.124176025E-1
2.581973904E0,-8.640563488E-2,-5.671894550E-2,-2.117080688E-1
2.591972704E0,-1.036965847E-1,-3.615868092E-2,-1.846837997E-1
2.601971437E0,-1.351528168E-1,-3.462815285E-2,-1.720857620E-1
2.611970103E0,-1.281745434E-1,-2.335608006E-2,-1.475687027E-1
2.621968836E0,-1.211245060E-1,-3.323686123E-2,-1.351032257E-1
2.631967569E0,-9.258854389E-2,-5.236482620E-2,-1.059236526E-1
2.641966302E0,-8.573770523E-2,-8.071672916E-2,-1.031141281E-1
2.651965068E0,-1.218414307E-1,-1.018784046E-1,-1.146993637E-1
2.661963834E0,-1.683387756E-1,-1.493276358E-1,-1.428871155E-1
2.671962600E0,-1.834926605E-1,-1.430580616E-1,-1.663980484E-1
2.681961366E0,-1.727738380E-1,-1.153589487E-1,-1.826066971E-1
2.691960066E0,-1.182790995E-1,-7.897984982E-2,-1.815519333E-1
2.701958832E0,-6.795072556E-2,8.825540543E-3,-2.062616348E-1
2.711957598E0,-1.991260052E-2,6.112301350E-2,-2.229871750E-1
2.721956331E0,2.157342434E-2,1.255602837E-1,-2.581291199E-1
2.731955097E0,2.022838593E-2,1.779599190E-1,-2.493219376E-1
2.741953863E0,4.566895962E-2,2.095714808E-1,-2.206134796E-1
2.751952629E0,3.393042088E-2,2.105568647E-1,-2.544622421E-1
2.761951395E0,7.914292812E-2,2.214378119E-1,-2.648000717E-1
2.771950161E0,6.584811211E-2,1.825582981E-1,-2.587385178E-1
2.781948927E0,3.037917614E-2,1.613970995E-1,-2.627792358E-1
2.791947693E0,-4.862546921E-4,9.537804127E-2,-2.458314896E-1
2.801946393E0,-1.409769058E-2,2.765405178E-2,-2.506532669E-1
2.811945159E0,3.302454948E-3,-3.309452534E-2,-2.410497665E-1
2.821943925E0,4.098117352E-2,-1.016280651E-1,-2.526311874E-1
2.831942625E0,5.905222893E-2,-9.321224689E-2,-2.378416061E-1
2.841941391E0,2.856814861E-2,-1.181857586E-1,-2.277259827E-1
2.851940157E0,4.531383514E-3,-1.501685381E-1,-2.031240463E-1
2.861938857E0,-4.606056213E-2,-1.541705132E-1,-1.701831818E-1
2.871937623E0,-8.664035797E-2,-1.511291265E-1,-1.616649628E-1
2.881936389E0,-9.662461281E-2,-1.321998835E-1,-1.418228149E-1
2.891935155E0,-9.848201275E-2,-9.332931042E-2,-1.055498123E-1
2.901933921E0,-1.138942242E-1,-4.951810837E-2,-1.029891968E-1
2.911932687E0,-1.090250015E-1,-2.066004276E-2,-7.661342621E-2
2.921931453E0,-9.818768501E-2,9.219408035E-3,-1.292533875E-1
2.931930219E0,-6.529247761E-2,4.712498188E-2,-1.625738144E-1
2.941928919E0,-3.695309162E-2,6.908833981E-2,-2.100324631E-1
2.951927685E0,-2.579355240E-2,1.091223955E-1,-2.093267441E-1
2.961926418E0,3.022611141E-2,1.119008064E-1,-2.082529068E-1
2.971925084E0,4.526376724E-2,9.960103035E-2,-1.710777283E-1
2.981923817E0,4.258573055E-2,1.035367250E-1,-1.910715103E-1
2.991922550E0,8.339762688E-3,7.069408894E-2,-1.892662048E-1
3.001921283E0,-1.945531368E-2,7.090163231E-2,-2.542581558E-1
3.011920049E0,-8.972764015E-3,6.322622299E-2,-3.023509979E-1
3.021918749E0,-1.115906239E-2,7.907974720E-2,-2.688083649E-1
3.031917482E0,1.303792000E-2,3.722763062E-2,-2.136726379E-1
3.041916215E0,4.020035267E-2,3.365385532E-2,-2.113161087E-1
3.051914881E0,9.351587296E-2,1.117515564E-2,-2.209281921E-1
3.061913614E0,9.334349632E-2,2.725517750E-2,-2.256174088E-1
3.071912380E0,7.436442375E-2,1.544022560E-2,-2.377071381E-1
3.081911080E0,4.374098778E-2,1.889550686E-2,-2.380542755E-1
3.091909846E0,-9.036064148E-4,-7.735252380E-3,-2.314796448E-1
3.101908612E0,-3.734660149E-2,-2.582740784E-2,-2.157945633E-1
3.111907312E0,-5.414342880E-2,-4.967784882E-2,-2.004785538E-1
