"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.700115522E0,-2.142000008E1,8.639999390E0,2.411999893E1
2.710114288E0,-2.105999947E1,9.300000191E0,2.453999901E1
2.720113054E0,-2.105999947E1,9.479999542E0,2.477999878E1
2.730111787E0,-2.081999969E1,9.300000191E0,2.537999916E1
2.740110553E0,-2.052000046E1,9.719999313E0,2.579999924E1
2.750109319E0,-1.997999954E1,1.007999992E1,2.639999962E1
2.760108085E0,-1.913999939E1,1.097999954E1,2.663999939E1
2.770106851E0,-1.895999908E1,1.157999992E1,2.676000023E1
2.780105617E0,-1.842000008E1,1.205999947E1,2.676000023E1
2.790104383E0,-1.829999924E1,1.235999966E1,2.621999931E1
2.800103149E0,-1.853999901E1,1.271999931E1,2.609999847E1
2.810101849E0,-1.805999947E1,1.296000004E1,2.603999901E1
2.820100615E0,-1.818000031E1,1.325999928E1,2.634000015E1
2.830099381E0,-1.823999977E1,1.313999939E1,2.687999916E1
2.840098081E0,-1.752000046E1,1.277999973E1,2.663999939E1
2.850096847E0,-1.787999916E1,1.253999996E1,2.651999855E1
2.860095613E0,-1.776000023E1,1.265999985E1,2.615999985E1
2.870094313E0,-1.776000023E1,1.271999931E1,2.531999969E1
2.880093079E0,-1.829999924E1,1.296000004E1,2.513999939E1
2.890091845E0,-1.781999969E1,1.367999935E1,2.447999954E1
2.900090611E0,-1.776000023E1,1.355999947E1,2.400000000E1
2.910089377E0,-1.734000015E1,1.397999954E1,2.423999977E1
2.920088143E0,-1.739999962E1,1.409999943E1,2.400000000E1
2.930086909E0,-1.739999962E1,1.392000008E1,2.484000015E1
2.940085675E0,-1.703999901E1,1.446000004E1,2.513999939E1
2.950084375E0,-1.703999901E1,1.451999950E1,2.568000031E1
2.960083141E0,-1.668000031E1,1.529999924E1,2.645999908E1
2.970081874E0,-1.644000053E1,1.565999985E1,2.621999931E1
2.980080540E0,-1.637999916E1,1.559999943E1,2.651999855E1
2.990079273E0,-1.637999916E1,1.553999996E1,2.651999855E1
3.000078006E0,-1.679999924E1,1.542000008E1,2.657999992E1
3.010076739E0,-1.715999985E1,1.517999935E1,2.681999969E1
3.020075505E0,-1.727999878E1,1.542000008E1,2.676000023E1
3.030074205E0,-1.739999962E1,1.602000046E1,2.669999886E1
3.040072938E0,-1.697999954E1,1.607999992E1,2.676000023E1
3.050071671E0,-1.673999977E1,1.650000000E1,2.700000000E1
3.060070337E0,-1.673999977E1,1.607999992E1,2.723999977E1
3.070069070E0,-1.626000023E1,1.565999985E1,2.723999977E1
3.080067836E0,-1.668000031E1,1.553999996E1,2.735999870E1
3.090066536E0,-1.685999870E1,1.529999924E1,2.729999924E1
3.100065302E0,-1.703999901E1,1.529999924E1,2.723999977E1
3.110064068E0,-1.739999962E1,1.542000008E1,2.718000031E1
3.120062768E0,-1.703999901E1,1.523999977E1,2.693999863E1
3.130061534E0,-1.692000008E1,1.529999924E1,2.676000023E1
3.140060300E0,-1.673999977E1,1.565999985E1,2.705999947E1
3.150059066E0,-1.727999878E1,1.589999962E1,2.693999863E1
3.160057832E0,-1.721999931E1,1.589999962E1,2.729999924E1
3.170056598E0,-1.752000046E1,1.577999973E1,2.735999870E1
3.180055364E0,-1.734000015E1,1.596000004E1,2.705999947E1
3.190054130E0,-1.692000008E1,1.583999920E1,2.718000031E1
3.200052830E0,-1.685999870E1,1.613999939E1,2.669999886E1
3.210051596E0,-1.650000000E1,1.637999916E1,2.681999969E1
3.220050362E0,-1.679999924E1,1.607999992E1,2.700000000E1
3.230049062E0,-1.679999924E1,1.571999931E1,2.718000031E1
3.240047828E0,-1.710000038E1,1.571999931E1,2.765999985E1
3.250046594E0,-1.745999908E1,1.547999954E1,2.747999954E1
3.260045327E0,-1.727999878E1,1.553999996E1,2.742000008E1
3.270044093E0,-1.721999931E1,1.571999931E1,2.705999947E1
3.280042859E0,-1.685999870E1,1.577999973E1,2.723999977E1
3.290041625E0,-1.668000031E1,1.583999920E1,2.747999954E1
3.300040391E0,-1.679999924E1,1.553999996E1,2.747999954E1
3.310039091E0,-1.697999954E1,1.517999935E1,2.765999985E1
3.320037824E0,-1.734000015E1,1.511999989E1,2.735999870E1
3.330036624E0,-1.734000015E1,1.529999924E1,2.735999870E1
3.340035457E0,-1.734000015E1,1.517999935E1,2.718000031E1
3.350034357E0,-1.715999985E1,1.535999966E1,2.759999847E1
3.360033323E0,-1.703999901E1,1.517999935E1,2.742000008E1
3.370032256E0,-1.715999985E1,1.463999939E1,2.777999878E1
3.380031222E0,-1.697999954E1,1.469999981E1,2.843999863E1
3.390030255E0,-1.715999985E1,1.493999958E1,2.807999992E1
3.400029255E0,-1.745999908E1,1.493999958E1,2.861999893E1
3.410028321E0,-1.745999908E1,1.523999977E1,2.868000031E1
3.420027387E0,-1.752000046E1,1.523999977E1,2.831999969E1
3.430026453E0,-1.794000053E1,1.511999989E1,2.813999939E1
3.440025553E0,-1.781999969E1,1.481999969E1,2.742000008E1
3.450024553E0,-1.781999969E1,1.488000011E1,2.705999947E1
3.460023619E0,-1.805999947E1,1.457999992E1,2.723999977E1
3.470022652E0,-1.800000000E1,1.427999973E1,2.729999924E1
