"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.356179239E0,1.999219418E0,1.033129597E1,1.290514112E0
3.456259289E0,8.212362528E-1,8.997684479E0,1.055875182E0
3.556316536E0,3.952947617E0,1.216291618E1,5.458946824E-1
3.656375451E0,-5.506832153E-2,5.537957668E0,3.160442710E-1
3.756460398E0,2.025556564E0,1.087719059E1,1.613741279E0
3.856510713E0,1.108549237E0,8.772623062E0,3.234665155E0
3.956590362E0,2.164424419E0,1.112619495E1,2.638490915E0
4.056644411E0,1.766974807E0,7.609005451E0,1.577827096E0
4.156726493E0,1.865140080E0,9.845257759E0,1.731060743E0
4.256776108E0,1.628106833E0,9.988914490E0,2.351177931E0
4.357812651E0,1.163617611E0,9.016839027E0,1.987248063E0
4.457876032E0,2.030344963E0,9.378374100E0,1.814860344E0
4.557949312E0,1.520364523E0,9.814132690E0,1.810071707E0
4.658014731E0,1.721483588E0,1.018763924E1,1.460507631E0
4.758077314E0,3.471698463E-1,8.406298637E0,7.182824612E-1
4.858143162E0,1.264177084E0,1.115492630E1,9.002473354E-1
4.958208177E0,1.771763325E0,9.933846474E0,2.291321039E0
5.058275159E0,2.322446555E-1,7.060716629E0,1.786128998E0
5.158341574E0,1.192348838E0,1.165772438E1,2.116539001E0
5.258411057E0,1.130097747E0,8.545166969E0,2.284138203E0
5.358478879E0,5.411061049E-1,9.548367500E0,2.152452946E0
5.458541492E0,6.273000240E-1,9.514847755E0,2.782147408E0
5.558615508E0,1.189954638E0,1.049650097E1,2.346389294E0
5.658676787E0,9.170072675E-1,8.341653824E0,2.336812258E0
5.758749168E0,3.806896806E-1,1.043664360E1,2.353572130E0
5.858810482E0,1.879505754E0,1.012538815E1,1.206714511E0
5.958879295E0,1.666415215E0,9.028810501E0,1.273754239E0
6.058944442E0,1.680780888E0,9.670475960E0,1.132491946E0
6.159012222E0,3.232271075E-1,9.337671280E0,1.702329397E0
6.259075571E0,2.303292274E0,1.026186180E1,1.345582485E0
6.359144353E0,2.236252785E0,9.751881599E0,1.010383964E0
6.459235601E0,2.039922237E0,9.483722687E0,1.264177084E0
6.559281650E0,1.719089270E0,9.890748978E0,1.383890867E0
6.659352966E0,7.302538157E-1,9.167677879E0,2.231464148E0
6.759420182E0,1.448536277E0,9.809344292E0,2.664827824E0
6.859482331E0,9.361614585E-1,9.644139290E0,2.482862949E0
6.959552613E0,1.429382086E0,9.957788467E0,1.283331275E0
7.059619426E0,1.285725594E0,8.509252548E0,2.312869549E0
7.159684776E0,1.472478986E0,1.121717739E1,1.168406129E0
7.259754792E0,5.985686779E-1,8.593051910E0,9.768640995E-1
7.359824843E0,1.731060743E0,1.022355366E1,1.429382086E0
7.459887265E0,1.328822494E0,9.938634872E0,1.623318315E0
7.559953949E0,7.254652381E-1,8.808537483E0,1.170800328E0
7.660024031E0,9.529213905E-1,9.653716087E0,1.288119793E0
7.760093114E0,1.755003452E0,1.014214802E1,1.553884387E0
7.860159194E0,1.479661822E0,9.131764412E0,1.632895470E0
7.960220543E0,1.963305354E0,1.088676739E1,1.800494671E0
8.060293422E0,1.790917516E0,9.225140572E0,1.130097747E0
8.160355603E0,1.276148438E0,9.718361855E0,1.180377483E0
8.260420184E0,1.793311834E0,9.117398262E0,9.481328130E-1
8.360487833E0,1.848380208E0,1.008229160E1,1.443747759E0
8.460560781E0,1.446141958E0,9.615407944E0,1.333611012E0
8.560628396E0,1.472478986E0,9.318517685E0,1.089395046E0
8.660689943E0,1.482056141E0,9.960183144E0,1.240234375E0
8.760755757E0,1.362342358E0,9.040781975E0,1.426987767E0
8.860825538E0,9.888355136E-1,1.019482231E1,1.850774407E0
8.960892118E0,1.024749637E0,9.938634872E0,1.517970204E0
9.060976032E0,8.571503758E-1,9.457385063E0,1.831620216E0
9.161030946E0,7.374366522E-1,9.383162498E0,1.158828974E0
9.261091861E0,1.029538155E0,1.015172482E1,7.733507752E-1
9.361159713E0,4.836435020E-1,9.668081284E0,7.637736797E-1
9.461234865E0,1.122914910E0,9.593858719E0,1.522758722E0
9.561305814E0,8.116591573E-1,9.629773140E0,1.393467903E0
9.661360865E0,1.999219418E0,1.069283104E1,1.256994247E0
9.761429181E0,4.812492430E-1,8.786988258E0,1.292908430E0
9.861495894E0,9.026415944E-1,1.008468533E1,1.675992370E0
9.961566740E0,2.114144564E0,1.040551853E1,9.385557175E-1
1.006162996E1,1.656838179E0,8.947404861E0,1.324033976E0
1.016170394E1,1.951334000E0,9.088666916E0,1.146857619E0
1.026176172E1,1.182771802E0,9.483722687E0,1.604164124E0
1.036184377E1,1.738243461E0,9.715967178E0,8.571503758E-1
1.046190398E1,1.494027495E0,9.191620827E0,9.122186899E-1
1.056197310E1,1.831620216E0,9.902720451E0,1.903448462E0
1.066203945E1,1.415016413E0,9.684841156E0,1.156434774E0
1.076209910E1,1.333611012E0,9.294574738E0,2.032739401E0
1.086217377E1,1.453324795E0,9.320911407E0,1.000806928E0
1.096223409E1,2.633702382E-2,1.015890789E1,1.783734679E0
1.106230630E1,1.795706153E-1,1.036721039E1,4.860377908E-1
