"Time (s)","Pressure (hPa)"
6.092556000E-3,1.001986084E3
1.061595560E-1,1.001991699E3
2.062268890E-1,1.001991943E3
3.062941390E-1,1.002000732E3
4.063609390E-1,1.002001221E3
5.064277720E-1,1.002004150E3
6.064949140E-1,1.002007080E3
7.065617890E-1,1.002013428E3
8.066279000E-1,1.002013672E3
9.066951000E-1,1.002013184E3
1.006761463E0,1.002004395E3
1.106828629E0,1.001994629E3
1.206897936E0,1.001992432E3
1.306964436E0,1.001984863E3
1.407031569E0,1.001977783E3
1.507098694E0,1.001973389E3
1.607165870E0,1.001952148E3
1.707232481E0,1.001934814E3
1.807299638E0,1.001929932E3
1.907366788E0,1.001904541E3
2.007433930E0,1.001881836E3
2.107501066E0,1.001865723E3
2.207568152E0,1.001844238E3
2.307635277E0,1.001837646E3
2.407702437E0,1.001835449E3
2.507769590E0,1.001826904E3
2.607836738E0,1.001822021E3
2.707903880E0,1.001811768E3
2.807971017E0,1.001810791E3
2.908043250E0,1.001815186E3
3.008110350E0,1.001814453E3
3.108177450E0,1.001823486E3
3.208244583E0,1.001830811E3
3.308311416E0,1.001835449E3
3.408378616E0,1.001846680E3
3.508445816E0,1.001849609E3
3.608512949E0,1.001857666E3
3.708580149E0,1.001858398E3
3.808647615E0,1.001866211E3
3.908720115E0,1.001868652E3
4.008787548E0,1.001883789E3
4.108854681E0,1.001884766E3
4.208920581E0,1.001884766E3
4.312274994E0,1.001885986E3
4.412342127E0,1.001883301E3
4.512409293E0,1.001885010E3
4.612476426E0,1.001891113E3
4.712543892E0,1.001905518E3
4.812611025E0,1.001905762E3
4.912678158E0,1.001916016E3
5.012745291E0,1.001916504E3
5.112812424E0,1.001905273E3
5.212879590E0,1.001903564E3
5.312946756E0,1.001890625E3
5.413013889E0,1.001898438E3
5.513081022E0,1.001905762E3
5.613148155E0,1.001906982E3
5.713215288E0,1.001910156E3
5.813282421E0,1.001912109E3
5.913344454E0,1.001907715E3
6.013411654E0,1.001900879E3
6.113478854E0,1.001910645E3
6.213545987E0,1.001913330E3
6.313613087E0,1.001908936E3
6.413680220E0,1.001909180E3
6.513747353E0,1.001900879E3
6.613814486E0,1.001909912E3
6.713881586E0,1.001901611E3
6.813948719E0,1.001893555E3
6.914010485E0,1.001888916E3
7.014077551E0,1.001891113E3
7.114144684E0,1.001897461E3
7.214212117E0,1.001904053E3
7.314279550E0,1.001908203E3
7.414348450E0,1.001908447E3
7.514417883E0,1.001904297E3
7.614485016E0,1.001900146E3
7.714552149E0,1.001895508E3
7.814622682E0,1.001899170E3
7.914689815E0,1.001887695E3
8.014756948E0,1.001889648E3
8.114824048E0,1.001885498E3
8.214891214E0,1.001894531E3
8.314958347E0,1.001904297E3
8.415025480E0,1.001900879E3
8.515092613E0,1.001885742E3
8.615159746E0,1.001883057E3
8.715226846E0,1.001874268E3
8.815293979E0,1.001872314E3
8.915361145E0,1.001887695E3
9.015428211E0,1.001890625E3
9.115495344E0,1.001884766E3
9.215562477E0,1.001908936E3
9.315631277E0,1.001908936E3
9.415698110E0,1.001909912E3
9.515765243E0,1.001902344E3
9.615832409E0,1.001902344E3
9.715900009E0,1.001886963E3
9.815967142E0,1.001877930E3
9.916033908E0,1.001874268E3
1.001610081E1,1.001873047E3
1.011616794E1,1.001875000E3
1.021623507E1,1.001873779E3
1.031630224E1,1.001867920E3
1.041636764E1,1.001864258E3
1.051643247E1,1.001854248E3
1.061649961E1,1.001852051E3
1.071656674E1,1.001850342E3
1.081663047E1,1.001849609E3
