"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.434733042E1,-1.267960668E-1,2.419557869E-1,9.396023303E-2
2.444740196E1,1.144956946E-1,-9.218750894E-2,-1.790965199E-1
2.454746758E1,-2.000999004E-1,1.130632162E-1,5.853005126E-2
2.464752486E1,-8.708983660E-2,9.168293327E-2,8.540812880E-2
2.474760744E1,-3.577031195E-1,3.164813519E-1,3.592804074E-2
2.484767132E1,1.858985052E-2,2.663903832E-1,4.570188001E-2
2.494774497E1,3.136377633E-1,1.509368569E-1,5.608659238E-2
2.504780145E1,-1.573393345E-1,4.386543930E-1,1.012906209E-1
2.514787070E1,1.450389624E-1,1.179501340E-1,-1.271729767E-1
2.524793052E1,2.543838322E-1,2.326602489E-2,-1.711552739E-1
2.534799790E1,2.323926836E-1,-3.110098280E-2,-1.088470221E-1
2.544806774E1,1.823017448E-1,5.564188212E-2,-2.576934919E-2
2.554813212E1,2.812618911E-1,1.326109022E-1,-1.387794167E-1
2.564820044E1,2.696554661E-1,5.442015082E-2,-4.959309474E-2
2.574826439E1,2.244514376E-1,-4.947476983E-1,-1.259512454E-1
2.584834151E1,3.014204800E-1,-7.433698773E-1,-6.547559053E-2
2.594840256E1,3.874840587E-2,-3.951766789E-1,-1.966069825E-2
2.604847631E1,-7.853771746E-2,-5.125953630E-2,1.110644639E-1
2.614854419E1,-2.269779742E-1,-4.006744623E-1,3.731256425E-1
2.624873526E1,-2.153715342E-1,-8.093433380E-1,3.969494104E-1
2.634880344E1,3.997013345E-2,-7.323742509E-1,3.853429556E-1
2.644886969E1,-1.512306780E-1,-8.001803160E-1,1.409968585E-1
2.654893674E1,-1.744435728E-1,-2.430712283E-1,2.330451040E-3
2.664899949E1,-2.074302882E-1,4.892236367E-2,-5.203655735E-2
2.674906614E1,-4.945369661E-1,9.102423787E-1,-1.870377809E-1
2.684913882E1,1.553552505E-2,7.434761524E-1,-5.631261319E-2
2.694920674E1,1.004457921E-1,6.426833868E-1,-2.432373762E-1
2.704927192E1,1.615323126E-1,5.370036960E-1,-6.975165009E-2
2.714933963E1,1.236586794E-1,2.260732949E-1,1.538250297E-1
2.724940755E1,3.240224719E-1,-1.080700010E-1,9.579282999E-2
2.734947416E1,-3.503727317E-1,1.471391134E-2,7.868860662E-2
2.744954078E1,-4.145136178E-1,2.236298174E-1,-3.778201528E-3
2.754960979E1,-3.100556731E-1,3.659614325E-1,-1.833725870E-1
2.764967611E1,-4.896500111E-1,3.677940369E-1,2.234636694E-1
2.774973866E1,-7.548339665E-2,-4.147243798E-1,-5.199593306E-1
2.784981691E1,6.196128577E-2,-1.155329403E-2,2.784415185E-1
2.794987880E1,8.816007525E-3,-4.159460664E-1,-7.647116482E-2
