"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.631113167E1,-2.239198685E-1,1.447236061E0,-5.565019250E-1
1.641120027E1,-4.422070980E-1,-1.163330078E-1,-7.455583215E-1
1.651126233E1,-6.752945185E-1,-1.316576958E0,4.617658257E-1
1.661133286E1,2.315703630E-1,9.785900116E-1,-3.146491051E-1
1.671139956E1,-5.509623885E-1,5.868062973E-1,4.046191573E-1
1.681146569E1,-4.899540544E-1,-8.636522293E-1,2.235218287E-1
1.691153392E1,1.015115142E0,4.832934380E0,1.484682441E0
1.701160572E1,7.514393330E-1,-2.067230225E0,1.609905958E0
1.711167508E1,-1.636129498E0,-2.007788181E0,-1.334296465E-1
1.721173688E1,1.216545343E0,2.600255966E0,5.403614044E-2
1.731180031E1,1.224809885E-1,1.321103096E0,-1.496363997E0
1.741186628E1,-8.760036230E-1,-2.347565174E0,-2.469937801E-1
1.751193431E1,1.048018932E0,1.637053490E0,-2.689217329E-1
1.761199871E1,7.808718681E-1,3.540004730E0,-2.927093506E-1
1.771206277E1,-1.026918054E0,-2.778246403E0,-1.256701708E0
1.781212874E1,-5.410579443E-1,-7.239217758E-1,-1.697325110E0
1.791219590E1,3.876711130E-1,1.065301895E0,4.287167788E-1
1.801226577E1,-3.095734119E-2,7.588539124E-1,-6.931201816E-1
1.811233620E1,-2.611882687E-1,-1.477440834E0,7.729556561E-1
1.821240633E1,3.494806290E-1,9.932012558E-1,9.120821953E-2
1.831247313E1,-6.165766716E-2,4.498176575E-1,-3.103418946E-1
1.841254432E1,-9.817478061E-1,-8.073015213E-1,8.578979969E-2
1.851260796E1,-4.161844254E-1,6.566410065E-1,2.887873650E-1
1.861267942E1,-8.178030849E-1,-3.549213409E-1,2.819440365E-1
1.871273792E1,-6.230633855E-1,7.876482010E-1,-5.576372147E-3
1.881280535E1,-6.987879276E-1,-5.358219147E-2,2.497619390E-1
1.891286875E1,-6.491705179E-1,-1.326532364E-1,-3.331062794E-1
1.901294948E1,-4.691882133E-1,1.313391685E0,2.055660486E-1
1.911301691E1,-4.853845835E-1,-1.640743256E0,5.822972655E-1
1.921308361E1,-4.256325960E-1,6.943683624E-1,7.922093868E-1
1.931315244E1,5.358338356E-2,5.485229492E-1,-3.617597818E-1
1.941321958E1,1.228493452E-1,2.009277344E-1,-1.529465914E-1
1.951329331E1,-7.516551018E-2,1.536502838E-1,-7.926136255E-1
1.961335880E1,-4.717544317E-1,-1.139364243E0,3.539305925E-2
1.971342377E1,9.845906496E-1,1.289915085E0,-2.285752892E-1
1.981348360E1,-2.302646637E-1,3.347616196E-1,-3.739598989E-1
1.991355773E1,-5.145013332E-1,-8.970861435E-1,1.753736138E-1
2.001362769E1,6.636223793E-1,8.648681641E-2,9.841387272E-1
2.011369576E1,5.131734610E-1,6.866445541E-1,-2.401748896E-1
2.021375765E1,-3.182423115E-2,-9.099483490E-2,4.302927256E-1
2.031383485E1,-3.782712817E-1,-1.905241013E-1,-8.118867874E-2
2.041390292E1,-5.380741358E-1,7.245063782E-2,7.797112465E-1
2.051396785E1,-2.939462066E-1,1.178475380E0,-2.711040378E-1
2.061402404E1,-3.403278589E-1,-6.349334717E-1,-9.098521471E-1
2.071408798E1,-1.242831349E-1,5.632305145E-2,2.141063809E-1
2.081415534E1,-5.401157141E-1,-2.968425751E-1,-8.343640566E-1
2.091422530E1,-1.333311796E-1,-5.112972260E-1,-1.488718390E-1
2.101429463E1,-2.233501077E-1,1.383855820E0,-5.171840191E-1
2.111436143E1,-5.880670547E-1,-8.235549927E-2,1.471306682E-1
2.121442603E1,1.857292652E-2,1.961371422E0,-1.598953485E0
2.131449316E1,9.197711945E-3,-1.178795815E0,4.692164660E-1
2.141456119E1,-5.932612419E-1,-1.192407608E-1,-1.260589063E-1
2.151463165E1,9.094990492E-1,1.677581787E0,-5.476320982E-1
2.161469885E1,-6.263303161E-1,-2.263460159E-1,-3.996799290E-1
2.171476368E1,-7.062661648E-1,-1.378475189E0,8.719694614E-2
2.181482741E1,1.202284694E0,8.868818283E-1,-4.520713389E-1
2.191489474E1,-1.305278540E-1,4.516420364E-1,-1.509889483E0
2.201497054E1,-3.805409074E-1,-9.895744324E-1,-1.122617960E0
2.211503774E1,5.069220066E-1,1.051019669E0,-5.558820367E-1
2.221510444E1,2.138963938E-1,1.030941010E-1,-4.836916924E-2
2.231516470E1,3.340336084E-1,-8.931064606E-2,-4.966321290E-1
2.241523790E1,2.446348667E-1,6.769180298E-2,-6.052451134E-1
2.251531337E1,-2.464585304E-1,9.926757812E-1,-2.503184676E-1
2.261538086E1,-1.934059858E-1,-2.620563507E-1,-1.253314614E-1
2.271543946E1,3.016192913E-1,-1.232833862E-1,7.533924580E-1
