"Time (s)","Pressure (hPa)"
5.656407620E1,1.002162354E3
5.666414333E1,1.002161133E3
5.676421050E1,1.002161865E3
5.686427763E1,1.002156982E3
5.696434476E1,1.002156982E3
5.706441189E1,1.002160156E3
5.716447903E1,1.002159180E3
5.726454616E1,1.002172607E3
5.736461329E1,1.002172852E3
5.746468076E1,1.002181396E3
5.756474826E1,1.002183105E3
5.766481539E1,1.002183350E3
5.776488253E1,1.002179688E3
5.786494996E1,1.002177490E3
5.796501709E1,1.002176514E3
5.806508352E1,1.002183105E3
5.816515069E1,1.002187744E3
5.826521782E1,1.002192383E3
5.836528496E1,1.002180176E3
5.846535179E1,1.002182617E3
5.856541892E1,1.002178223E3
5.866548606E1,1.002184082E3
5.876555292E1,1.002179932E3
5.886562009E1,1.002181396E3
5.896568725E1,1.002177246E3
5.906575439E1,1.002172852E3
5.916582152E1,1.002168945E3
5.926588865E1,1.002165771E3
5.936595579E1,1.002164551E3
5.946602292E1,1.002164551E3
5.956608982E1,1.002167969E3
5.966615695E1,1.002163574E3
5.976622408E1,1.002164551E3
5.986629122E1,1.002162842E3
5.996635835E1,1.002157715E3
6.006642548E1,1.002156982E3
6.016649262E1,1.002162109E3
6.026655975E1,1.002167969E3
6.036662692E1,1.002165283E3
6.046669665E1,1.002177490E3
6.056676378E1,1.002174805E3
6.066683091E1,1.002175537E3
6.076689805E1,1.002169189E3
6.086696481E1,1.002166504E3
6.096703195E1,1.002172607E3
6.106709911E1,1.002171875E3
6.116716625E1,1.002179443E3
6.126723331E1,1.002179688E3
6.136730114E1,1.002172607E3
6.146736858E1,1.002177490E3
6.156743571E1,1.002176514E3
6.166750284E1,1.002170898E3
6.176757028E1,1.002171143E3
6.186763741E1,1.002172363E3
6.196770454E1,1.002173096E3
6.206777154E1,1.002177490E3
6.216783868E1,1.002177734E3
6.226790581E1,1.002170410E3
6.236797294E1,1.002169678E3
6.246804007E1,1.002168213E3
6.256810724E1,1.002170898E3
6.266817704E1,1.002171631E3
6.276842466E1,1.002171875E3
6.286849179E1,1.002166748E3
6.296855892E1,1.002162598E3
6.306862605E1,1.002158691E3
6.316869425E1,1.002162598E3
6.326876142E1,1.002169922E3
6.336882855E1,1.002171875E3
6.346889309E1,1.002175293E3
6.356896022E1,1.002182861E3
6.366902758E1,1.002183838E3
6.376909472E1,1.002184814E3
6.386916192E1,1.002183838E3
6.396922908E1,1.002182129E3
6.406929622E1,1.002177002E3
6.416936335E1,1.002180176E3
6.426943272E1,1.002181152E3
6.436949915E1,1.002182373E3
6.446956595E1,1.002175537E3
6.456963308E1,1.002169434E3
6.466970018E1,1.002167236E3
6.476976732E1,1.002167480E3
6.486983445E1,1.002162109E3
6.496990158E1,1.002161865E3
6.506996885E1,1.002153564E3
6.517003598E1,1.002154541E3
6.527010308E1,1.002150391E3
6.537017025E1,1.002159668E3
6.547023741E1,1.002164551E3
6.557030454E1,1.002158691E3
6.567036904E1,1.002142822E3
6.577043648E1,1.002143311E3
6.587050361E1,1.002130859E3
6.597057074E1,1.002112549E3
6.607063788E1,1.002104736E3
6.617070398E1,1.002100586E3
6.627077111E1,1.002096924E3
6.637083824E1,1.002098389E3
6.647090538E1,1.002092529E3
6.657097278E1,1.002086670E3
6.667103991E1,1.002079102E3
6.677110704E1,1.002071533E3
6.687117421E1,1.002076416E3
6.697124134E1,1.002076172E3
6.707130841E1,1.002078613E3
6.717137554E1,1.002081787E3
6.727144017E1,1.002084473E3
6.737150731E1,1.002086426E3
6.747157477E1,1.002082520E3
6.757164194E1,1.002082520E3
6.767170937E1,1.002080322E3
6.777177650E1,1.002087402E3
6.787184364E1,1.002083252E3
6.797191047E1,1.002080078E3
6.807197760E1,1.002070801E3
6.817204474E1,1.002069092E3
6.827211194E1,1.002073486E3
6.837217907E1,1.002081055E3
6.847224620E1,1.002087891E3
6.857231334E1,1.002096924E3
6.867238077E1,1.002097656E3
6.877244790E1,1.002093262E3
6.887251503E1,1.002090332E3
6.897258213E1,1.002083252E3
6.907264930E1,1.002085693E3
6.917271643E1,1.002088623E3
6.927278663E1,1.002100830E3
6.937285377E1,1.002109375E3
6.947292090E1,1.002119141E3
6.957298773E1,1.002128906E3
6.967305463E1,1.002129639E3
6.977312180E1,1.002125732E3
6.987318893E1,1.002121094E3
6.997327273E1,1.002123535E3
7.007333993E1,1.002138428E3
7.017340706E1,1.002142578E3
7.027348066E1,1.002146973E3
7.037354779E1,1.002158203E3
7.047361496E1,1.002155762E3
7.057368209E1,1.002155273E3
7.067374892E1,1.002161621E3
7.077381606E1,1.002164307E3
7.087388319E1,1.002164551E3
7.097395062E1,1.002165771E3
7.107401776E1,1.002179932E3
7.117408492E1,1.002181152E3
7.127415206E1,1.002178711E3
7.137421919E1,1.002183594E3
7.147428632E1,1.002184570E3
7.157435345E1,1.002190918E3
7.167442129E1,1.002186035E3
7.177448842E1,1.002180420E3
7.187455559E1,1.002180420E3
7.197462279E1,1.002173584E3
7.207468992E1,1.002173096E3
7.217475695E1,1.002179932E3
7.227482102E1,1.002176025E3
7.237488815E1,1.002175293E3
7.247495528E1,1.002174805E3
7.257502248E1,1.002181396E3
7.267508988E1,1.002174072E3
7.277515702E1,1.002166992E3
7.287522415E1,1.002156250E3
7.297529122E1,1.002158691E3
7.307535835E1,1.002168457E3
7.317542548E1,1.002162354E3
7.327548648E1,1.002158691E3
7.337555468E1,1.002151123E3
7.347562182E1,1.002142578E3
7.357568895E1,1.002135986E3
7.367575638E1,1.002135254E3
7.377582351E1,1.002139160E3
7.387589065E1,1.002130127E3
7.397595745E1,1.002136719E3
7.407602461E1,1.002137939E3
7.417609228E1,1.002137939E3
7.427615941E1,1.002132812E3
7.437622655E1,1.002131348E3
7.447629368E1,1.002130371E3
7.457636081E1,1.002131348E3
7.467642721E1,1.002145996E3
7.477649438E1,1.002149414E3
7.487656151E1,1.002154053E3
7.497662828E1,1.002142090E3
7.507669541E1,1.002140625E3
7.517676264E1,1.002153809E3
7.527682978E1,1.002158691E3
7.537689691E1,1.002161133E3
7.547696374E1,1.002169434E3
7.557703087E1,1.002160400E3
7.567709801E1,1.002164062E3
7.577716514E1,1.002163330E3
7.587723227E1,1.002167725E3
7.597729947E1,1.002171631E3
7.607736661E1,1.002171387E3
7.617743381E1,1.002181885E3
7.627750431E1,1.002185791E3
7.637757041E1,1.002192627E3
7.647763754E1,1.002182129E3
7.657770597E1,1.002176025E3
7.667777287E1,1.002185547E3
7.677784000E1,1.002187256E3
7.687790710E1,1.002192139E3
7.697797460E1,1.002201172E3
7.707804174E1,1.002196045E3
7.717810967E1,1.002192627E3
7.727829226E1,1.002186768E3
7.737835939E1,1.002190430E3
7.747842653E1,1.002190918E3
7.757849366E1,1.002195312E3
7.767856086E1,1.002195312E3
7.777862799E1,1.002198486E3
7.787869513E1,1.002188965E3
7.797876276E1,1.002182861E3
7.807882989E1,1.002186279E3
7.817889702E1,1.002193604E3
7.827896756E1,1.002187256E3
7.837903472E1,1.002192139E3
7.847910219E1,1.002196289E3
7.857916932E1,1.002179443E3
7.867923652E1,1.002177979E3
7.877930366E1,1.002167236E3
7.887937079E1,1.002160400E3
7.897943792E1,1.002157959E3
7.907950509E1,1.002160889E3
7.917957219E1,1.002169189E3
7.927963599E1,1.002166992E3
7.937970305E1,1.002149414E3
7.947977019E1,1.002149170E3
7.957983602E1,1.002150635E3
7.967990342E1,1.002147949E3
7.977997055E1,1.002148193E3
7.988003842E1,1.002155029E3
7.998010555E1,1.002153564E3
8.008017268E1,1.002155762E3
8.018023848E1,1.002148926E3
8.028030562E1,1.002158447E3
8.038037275E1,1.002157471E3
8.048043985E1,1.002164062E3
8.058050702E1,1.002162842E3
8.068057408E1,1.002165039E3
8.078064122E1,1.002158936E3
8.088070812E1,1.002143311E3
8.098077512E1,1.002145508E3
8.108084225E1,1.002142090E3
8.118090938E1,1.002149658E3
8.128097315E1,1.002150146E3
8.138104028E1,1.002190430E3
8.148110735E1,1.002148193E3
8.158117448E1,1.002141113E3
8.168124154E1,1.002136719E3
8.178130868E1,1.002135498E3
8.188137581E1,1.002141602E3
8.198144298E1,1.002143555E3
8.208150978E1,1.002160156E3
8.218157691E1,1.002164307E3
8.228164404E1,1.002153076E3
8.238171124E1,1.002151855E3
8.248177838E1,1.002132568E3
8.258184551E1,1.002137207E3
8.268191271E1,1.002137695E3
8.278197981E1,1.002144287E3
8.288204628E1,1.002135010E3
8.298211341E1,1.002135986E3
8.308218057E1,1.002120117E3
8.318224771E1,1.002118408E3
8.328231587E1,1.002117432E3
8.338238297E1,1.002109131E3
8.348245017E1,1.002105957E3
8.358251724E1,1.002115234E3
8.368258437E1,1.002108154E3
8.378265150E1,1.002112793E3
8.388271887E1,1.002103271E3
8.398278600E1,1.002106445E3
8.408285310E1,1.002104736E3
8.418292027E1,1.002107910E3
8.428298740E1,1.002105469E3
8.438305454E1,1.002102295E3
8.448338876E1,1.002102051E3
8.458345589E1,1.002111816E3
8.468352309E1,1.002112549E3
8.478359022E1,1.002115967E3
8.488365739E1,1.002109375E3
8.498372452E1,1.002115723E3
8.508379199E1,1.002128906E3
8.518385912E1,1.002121094E3
8.528392625E1,1.002119629E3
8.538399305E1,1.002122070E3
8.548406019E1,1.002131348E3
8.558412735E1,1.002135254E3
8.568419442E1,1.002133545E3
8.578426162E1,1.002132568E3
8.588432875E1,1.002128906E3
8.598439672E1,1.002120117E3
8.608446718E1,1.002124023E3
8.618453432E1,1.002122314E3
8.628460045E1,1.002118408E3
8.638466765E1,1.002113281E3
8.648473478E1,1.002110352E3
8.658480198E1,1.002113037E3
8.668486888E1,1.002094971E3
8.678493602E1,1.002089355E3
8.688500315E1,1.002085693E3
8.698507028E1,1.002089355E3
8.708513748E1,1.002089844E3
8.718520461E1,1.002079346E3
8.728527175E1,1.002065918E3
8.738534125E1,1.002061279E3
8.748540835E1,1.002055420E3
8.758547548E1,1.002053467E3
8.768554261E1,1.002048340E3
8.778560978E1,1.002049805E3
8.788567691E1,1.002042236E3
8.798574404E1,1.002042236E3
8.808581118E1,1.002044922E3
8.818587831E1,1.002051514E3
8.828594544E1,1.002050049E3
8.838601291E1,1.002050293E3
8.848608001E1,1.002067383E3
8.858614771E1,1.002071289E3
8.868621491E1,1.002073486E3
8.878628204E1,1.002077881E3
8.888634918E1,1.002085938E3
8.898641548E1,1.002088623E3
8.908647924E1,1.002104736E3
8.918654641E1,1.002105957E3
8.928661354E1,1.002115479E3
8.938668067E1,1.002118652E3
8.948674781E1,1.002121338E3
8.958681654E1,1.002127197E3
8.968688391E1,1.002126953E3
8.978695074E1,1.002132324E3
8.988701787E1,1.002144043E3
8.998708504E1,1.002157471E3
9.008715217E1,1.002158447E3
9.018721930E1,1.002169922E3
9.028728644E1,1.002179443E3
9.038735120E1,1.002178467E3
9.048741834E1,1.002183594E3
9.058748547E1,1.002192383E3
9.068755257E1,1.002193359E3
9.078761970E1,1.002199219E3
9.088768670E1,1.002192871E3
9.098775384E1,1.002193604E3
9.108782064E1,1.002193359E3
9.118788777E1,1.002181396E3
9.128795457E1,1.002182373E3
9.138802173E1,1.002189941E3
9.148808893E1,1.002185547E3
9.158815550E1,1.002187500E3
9.168832290E1,1.002174316E3
9.178838997E1,1.002168945E3
9.188845710E1,1.002174805E3
9.198852424E1,1.002177246E3
9.208859167E1,1.002176025E3
9.218865880E1,1.002182617E3
9.228872594E1,1.002183594E3
9.238879307E1,1.002176025E3
9.248886020E1,1.002176025E3
9.258892573E1,1.002172607E3
9.268899293E1,1.002159180E3
9.278906040E1,1.002157227E3
9.288912757E1,1.002156006E3
9.298919500E1,1.002161865E3
9.308926213E1,1.002152588E3
9.318932893E1,1.002136719E3
9.328940247E1,1.002134033E3
9.338946960E1,1.002132080E3
9.348953673E1,1.002122070E3
9.358960383E1,1.002127197E3
9.368967096E1,1.002121338E3
9.378973810E1,1.002123535E3
9.388980530E1,1.002119385E3
9.398987300E1,1.002123535E3
9.408994046E1,1.002108887E3
9.419000760E1,1.002096191E3
9.429007510E1,1.002097412E3
9.439014223E1,1.002114990E3
9.449020936E1,1.002119385E3
9.459027650E1,1.002112305E3
9.469034370E1,1.002105713E3
9.479041400E1,1.002100830E3
9.489048113E1,1.002094971E3
9.499054829E1,1.002097900E3
9.509061516E1,1.002107910E3
9.519068229E1,1.002111328E3
9.529074943E1,1.002102783E3
9.539081656E1,1.002100342E3
9.549088369E1,1.002106201E3
9.559095083E1,1.002110107E3
9.569101799E1,1.002106201E3
9.579108512E1,1.002109131E3
9.589115226E1,1.002113281E3
9.599121879E1,1.002112793E3
9.609128592E1,1.002116699E3
9.619135339E1,1.002119385E3
9.629141412E1,1.002112549E3
9.639148129E1,1.002109375E3
9.649154812E1,1.002103760E3
9.659161532E1,1.002118652E3
9.669168245E1,1.002116943E3
9.679175089E1,1.002104248E3
9.689181775E1,1.002092285E3
9.699188432E1,1.002080566E3
9.709195145E1,1.002077637E3
9.719201828E1,1.002085938E3
9.729208542E1,1.002088623E3
9.739215248E1,1.002093506E3
9.749221962E1,1.002092041E3
9.759228668E1,1.002094482E3
9.769235352E1,1.002091309E3
9.779241755E1,1.002082520E3
9.789248438E1,1.002067383E3
9.799255152E1,1.002055420E3
9.809261865E1,1.002060791E3
9.819268588E1,1.002060303E3
9.829275301E1,1.002059082E3
9.839282008E1,1.002055176E3
9.849288721E1,1.002044678E3
9.859295438E1,1.002034180E3
9.869302151E1,1.002025879E3
9.879309068E1,1.002023926E3
9.889315781E1,1.002029297E3
9.899332186E1,1.002035400E3
9.909339513E1,1.002029785E3
9.919346226E1,1.002032959E3
9.929352942E1,1.002047363E3
9.939359656E1,1.002041748E3
9.949366402E1,1.002041992E3
9.959373116E1,1.002050781E3
9.969379802E1,1.002047119E3
9.979386386E1,1.002047607E3
9.989393132E1,1.002055176E3
9.999399849E1,1.002053955E3
1.000940657E2,1.002042725E3
1.001941331E2,1.002037109E3
1.002942003E2,1.002034668E3
1.003942743E2,1.002030029E3
1.004943414E2,1.002033936E3
1.005944088E2,1.002038818E3
1.006944786E2,1.002043945E3
1.007945458E2,1.002037842E3
1.008946132E2,1.002034668E3
1.009946803E2,1.002039795E3
1.010947474E2,1.002032715E3
1.011948145E2,1.002033447E3
1.012948816E2,1.002037109E3
1.013949488E2,1.002048584E3
1.014950159E2,1.002052979E3
1.015950831E2,1.002049316E3
1.016951502E2,1.002044922E3
1.017952153E2,1.002041260E3
1.018952824E2,1.002045410E3
1.019953496E2,1.002045898E3
1.020954106E2,1.002043457E3
1.021954777E2,1.002059326E3
1.022955449E2,1.002056641E3
1.023956120E2,1.002060547E3
1.024956791E2,1.002059326E3
1.025957463E2,1.002055664E3
1.026958137E2,1.002047119E3
1.027958809E2,1.002043945E3
1.028959480E2,1.002048096E3
1.029960152E2,1.002043701E3
1.030960823E2,1.002040283E3
1.031961494E2,1.002034668E3
1.032962166E2,1.002035889E3
1.033962769E2,1.002031494E3
1.034963440E2,1.002022461E3
1.035964110E2,1.002022949E3
1.036964757E2,1.002019043E3
1.037965431E2,1.002008789E3
1.038966102E2,1.002009277E3
1.039966773E2,1.002007324E3
1.040967445E2,1.002000488E3
1.041968116E2,1.001999756E3
1.042968787E2,1.002004639E3
1.043969459E2,1.002009521E3
1.044970130E2,1.002007080E3
1.045970801E2,1.001994385E3
1.046971469E2,1.001996826E3
1.047972141E2,1.001994385E3
1.048972812E2,1.001984863E3
1.049973537E2,1.001996582E3
1.050974209E2,1.002002197E3
1.051974880E2,1.002000488E3
1.052975551E2,1.002009033E3
1.053976222E2,1.002008545E3
1.054976894E2,1.002010986E3
1.055977565E2,1.002014648E3
1.056978236E2,1.002012451E3
1.057978908E2,1.002010498E3
1.058979579E2,1.002025146E3
1.059980250E2,1.002024658E3
1.060980918E2,1.002020508E3
1.061982374E2,1.002026855E3
1.062983045E2,1.002023193E3
1.063983778E2,1.002020264E3
1.064984449E2,1.002024902E3
1.065985121E2,1.002029785E3
1.066985793E2,1.002025391E3
1.067986458E2,1.002019287E3
1.068987130E2,1.002017578E3
1.069987802E2,1.002019531E3
1.070988473E2,1.002036621E3
1.071989144E2,1.002039795E3
1.072989816E2,1.002050781E3
1.073990488E2,1.002053955E3
1.074991159E2,1.002050537E3
1.075991830E2,1.002052979E3
1.076992505E2,1.002056641E3
1.077993176E2,1.002055908E3
1.078993848E2,1.002060303E3
1.079994465E2,1.002065186E3
1.080995137E2,1.002067871E3
1.081995806E2,1.002079834E3
1.082996478E2,1.002074707E3
1.083997183E2,1.002078857E3
1.084997854E2,1.002081787E3
1.085998526E2,1.002080078E3
1.086999194E2,1.002082031E3
1.087999865E2,1.002088135E3
1.089000537E2,1.002079102E3
1.090001208E2,1.002083740E3
1.091001882E2,1.002085938E3
1.092002554E2,1.002089111E3
1.093003226E2,1.002093994E3
1.094003836E2,1.002095947E3
1.095004507E2,1.002100098E3
1.096005179E2,1.002102783E3
1.097005850E2,1.002085938E3
1.098006524E2,1.002086182E3
1.099007196E2,1.002086670E3
1.100007867E2,1.002094482E3
1.101008535E2,1.002102051E3
1.102009206E2,1.002104736E3
1.103009877E2,1.002108643E3
1.104010548E2,1.002097168E3
1.105011216E2,1.002092529E3
1.106011885E2,1.002088379E3
1.107012556E2,1.002089355E3
1.108013227E2,1.002085938E3
1.109013898E2,1.002077637E3
1.110014570E2,1.002089600E3
1.111015241E2,1.002089844E3
1.112015914E2,1.002087158E3
1.113016589E2,1.002083252E3
1.114017227E2,1.002078369E3
1.115017898E2,1.002074707E3
1.116018569E2,1.002079102E3
1.117019305E2,1.002071533E3
1.118019977E2,1.002067627E3
1.119020649E2,1.002062988E3
1.120021317E2,1.002058594E3
1.121021987E2,1.002057617E3
1.122022679E2,1.002060791E3
1.123023351E2,1.002053223E3
1.124024022E2,1.002051758E3
1.125024694E2,1.002042236E3
1.126025363E2,1.002042969E3
1.127026033E2,1.002039062E3
1.128026702E2,1.002038574E3
1.129027373E2,1.002043701E3
1.130028042E2,1.002066895E3
1.131028717E2,1.002084473E3
1.132029388E2,1.002093750E3
1.133030060E2,1.002094482E3
1.134030731E2,1.002088623E3
1.136029250E2,1.002093506E3
1.137029929E2,1.002092285E3
1.138030601E2,1.002093018E3
1.139031272E2,1.002101562E3
1.140031941E2,1.002097656E3
1.141032612E2,1.002093262E3
1.142033283E2,1.002084229E3
