"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.860008690E0,2.010000038E1,-7.319999695E0,-5.759999752E0
2.870008656E0,1.973999977E1,-7.199999809E0,-5.759999752E0
2.880008622E0,1.955999947E1,-7.379999638E0,-5.879999638E0
2.890008655E0,1.968000031E1,-7.319999695E0,-6.059999943E0
2.900008655E0,1.973999977E1,-7.259999752E0,-6.239999771E0
2.910008655E0,1.973999977E1,-7.440000057E0,-6.000000000E0
2.920008655E0,1.979999924E1,-7.079999924E0,-6.119999886E0
2.930008655E0,1.943999863E1,-7.139999866E0,-5.759999752E0
2.940008621E0,1.937999916E1,-7.199999809E0,-5.759999752E0
2.950008654E0,1.937999916E1,-7.019999981E0,-5.579999924E0
2.960008654E0,1.937999916E1,-7.019999981E0,-4.920000076E0
2.970008654E0,1.950000000E1,-6.960000038E0,-5.039999962E0
2.980008620E0,1.937999916E1,-6.659999847E0,-4.679999828E0
2.990008586E0,1.955999947E1,-6.899999619E0,-4.619999886E0
3.000008619E0,1.979999924E1,-6.599999905E0,-5.099999905E0
3.010008619E0,2.015999985E1,-6.659999847E0,-5.159999847E0
3.020008619E0,2.034000015E1,-6.539999962E0,-4.920000076E0
3.030008585E0,2.015999985E1,-6.420000076E0,-5.579999924E0
3.040008585E0,2.021999931E1,-6.599999905E0,-4.859999657E0
3.050008618E0,2.027999878E1,-6.480000019E0,-4.799999714E0
3.060008618E0,2.015999985E1,-6.599999905E0,-5.159999847E0
3.070008618E0,2.010000038E1,-6.119999886E0,-4.920000076E0
3.080008618E0,1.992000008E1,-6.539999962E0,-5.879999638E0
3.090008584E0,1.997999954E1,-6.539999962E0,-5.879999638E0
3.100008584E0,2.015999985E1,-7.079999924E0,-5.759999752E0
3.110008617E0,2.063999939E1,-7.679999828E0,-5.400000095E0
3.120008617E0,2.087999916E1,-7.259999752E0,-5.099999905E0
3.130008617E0,2.045999908E1,-7.379999638E0,-4.559999943E0
3.140008583E0,2.039999962E1,-7.379999638E0,-4.799999714E0
3.150008616E0,2.039999962E1,-6.960000038E0,-5.219999790E0
3.160008649E0,2.010000038E1,-7.139999866E0,-4.920000076E0
