"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.179609892E1,-1.930000114E1,-1.280000019E1,-3.810000229E1
1.189616952E1,-1.960000038E1,-1.450000000E1,-3.720000076E1
1.199623746E1,-1.870000076E1,-1.519999981E1,-3.740000153E1
1.209630459E1,-1.839999962E1,-1.500000000E1,-3.779999924E1
1.219636915E1,-1.850000000E1,-1.450000000E1,-3.800000000E1
1.229643368E1,-1.830000114E1,-1.460000038E1,-3.790000153E1
1.239650358E1,-1.750000000E1,-1.440000057E1,-3.829999924E1
1.249657048E1,-1.680000114E1,-1.330000019E1,-3.910000229E1
1.259663947E1,-1.660000038E1,-1.110000038E1,-3.990000153E1
1.269670380E1,-1.680000114E1,-9.400000572E0,-4.010000229E1
1.279677053E1,-1.739999962E1,-9.000000000E0,-3.990000153E1
1.289683780E1,-1.780000114E1,-1.040000057E1,-3.940000153E1
1.299690606E1,-1.820000076E1,-1.200000000E1,-3.910000229E1
1.309697322E1,-1.800000000E1,-1.300000000E1,-3.890000153E1
1.319703945E1,-1.810000038E1,-1.330000019E1,-3.879999924E1
1.329710422E1,-1.780000114E1,-1.330000019E1,-3.890000153E1
1.339717155E1,-1.689999962E1,-1.369999981E1,-3.910000229E1
1.349723994E1,-1.560000038E1,-1.369999981E1,-3.950000000E1
1.359731244E1,-1.469999981E1,-1.269999981E1,-3.990000153E1
1.369737947E1,-1.450000000E1,-1.119999981E1,-4.050000000E1
1.379744614E1,-1.490000057E1,-1.040000057E1,-4.079999924E1
1.389750910E1,-1.610000038E1,-1.080000019E1,-4.050000000E1
1.399757730E1,-1.660000038E1,-1.169999981E1,-3.990000153E1
1.409764469E1,-1.680000114E1,-1.250000000E1,-3.929999924E1
1.419771183E1,-1.630000114E1,-1.330000019E1,-3.929999924E1
1.429778959E1,-1.630000114E1,-1.410000038E1,-3.910000229E1
1.439785652E1,-1.630000114E1,-1.480000019E1,-3.879999924E1
1.449792849E1,-1.610000038E1,-1.519999981E1,-3.860000229E1
1.459798315E1,-1.569999981E1,-1.490000057E1,-3.890000153E1
1.469805221E1,-1.550000000E1,-1.410000038E1,-3.940000153E1
1.479811428E1,-1.550000000E1,-1.300000000E1,-3.990000153E1
1.489818851E1,-1.600000000E1,-1.219999981E1,-4.000000000E1
1.499825537E1,-1.660000038E1,-1.180000019E1,-4.000000000E1
1.509832287E1,-1.689999962E1,-1.180000019E1,-4.010000229E1
1.519838363E1,-1.670000076E1,-1.190000057E1,-4.020000076E1
1.529844910E1,-1.610000038E1,-1.219999981E1,-4.020000076E1
1.539851610E1,-1.600000000E1,-1.240000057E1,-4.020000076E1
1.549858359E1,-1.580000019E1,-1.260000038E1,-4.010000229E1
1.559864916E1,-1.530000019E1,-1.280000019E1,-4.010000229E1
1.569871595E1,-1.480000019E1,-1.260000038E1,-4.029999924E1
1.579878272E1,-1.430000019E1,-1.150000000E1,-4.079999924E1
1.589878438E1,-1.419999981E1,-9.900000572E0,-4.129999924E1
1.599885211E1,-1.469999981E1,-8.699999809E0,-4.120000076E1
1.609892447E1,-1.560000038E1,-8.500000000E0,-4.079999924E1
1.619905854E1,-1.630000114E1,-9.600000381E0,-4.020000076E1
1.629912964E1,-1.689999962E1,-1.100000000E1,-4.000000000E1
1.639919127E1,-1.689999962E1,-1.180000019E1,-3.979999924E1
1.649925773E1,-1.710000038E1,-1.210000038E1,-3.970000076E1
1.659931966E1,-1.689999962E1,-1.240000057E1,-3.970000076E1
1.669938742E1,-1.689999962E1,-1.290000057E1,-3.960000229E1
1.679945532E1,-1.610000038E1,-1.260000038E1,-3.979999924E1
1.689952592E1,-1.550000000E1,-1.130000019E1,-4.050000000E1
1.699959275E1,-1.490000057E1,-9.300000191E0,-4.120000076E1
1.709966042E1,-1.550000000E1,-8.300000191E0,-4.140000153E1
1.719972505E1,-1.670000076E1,-8.300000191E0,-4.070000076E1
1.729979248E1,-1.780000114E1,-9.800000191E0,-3.990000153E1
1.739985911E1,-1.810000038E1,-1.130000019E1,-3.920000076E1
1.749992587E1,-1.800000000E1,-1.219999981E1,-3.900000000E1
1.759999747E1,-1.780000114E1,-1.210000038E1,-3.910000229E1
1.770006686E1,-1.789999962E1,-1.219999981E1,-3.929999924E1
1.780013436E1,-1.780000114E1,-1.310000038E1,-3.910000229E1
1.790020196E1,-1.680000114E1,-1.419999981E1,-3.910000229E1
1.800026682E1,-1.610000038E1,-1.419999981E1,-3.940000153E1
1.810033462E1,-1.560000038E1,-1.280000019E1,-4.010000229E1
1.820039595E1,-1.660000038E1,-1.130000019E1,-4.040000153E1
1.830046252E1,-1.720000076E1,-1.080000019E1,-4.020000076E1
1.840052908E1,-1.760000038E1,-1.169999981E1,-3.990000153E1
1.850059621E1,-1.750000000E1,-1.300000000E1,-3.950000000E1
1.860066304E1,-1.739999962E1,-1.369999981E1,-3.929999924E1
1.870072964E1,-1.730000114E1,-1.400000000E1,-3.910000229E1
1.880080003E1,-1.710000038E1,-1.440000057E1,-3.900000000E1
1.890093118E1,-1.700000000E1,-1.519999981E1,-3.890000153E1
1.900099901E1,-1.660000038E1,-1.580000019E1,-3.879999924E1
1.910106354E1,-1.639999962E1,-1.550000000E1,-3.920000076E1
1.920113100E1,-1.569999981E1,-1.440000057E1,-3.990000153E1
1.930119970E1,-1.630000114E1,-1.350000000E1,-4.020000076E1
1.940126880E1,-1.660000038E1,-1.330000019E1,-4.000000000E1
1.950133510E1,-1.710000038E1,-1.430000019E1,-3.929999924E1
1.960139896E1,-1.660000038E1,-1.600000000E1,-3.850000000E1
1.970146406E1,-1.620000076E1,-1.739999962E1,-3.810000229E1
1.980153205E1,-1.510000038E1,-1.839999962E1,-3.800000000E1
1.990160345E1,-1.440000057E1,-1.950000000E1,-3.820000076E1
2.000167078E1,-1.290000057E1,-2.110000038E1,-3.750000000E1
2.010173791E1,-1.160000038E1,-2.320000076E1,-3.660000229E1
2.020180858E1,-1.040000057E1,-2.470000076E1,-3.570000076E1
