"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.753046350E1,-2.166122198E-2,4.762649536E-2,-2.123123407E-2
1.763053033E1,-1.139934659E-1,4.867076874E-2,-3.081497550E-2
1.773059726E1,-1.200124025E-1,7.848167419E-2,-8.072787523E-2
1.783066382E1,-8.239573240E-2,8.943939209E-2,1.063689590E-2
1.793073132E1,4.441916943E-3,4.746723175E-2,-2.108108997E-2
1.803079875E1,-7.109874487E-2,5.797576904E-2,1.082170010E-2
1.813086662E1,-6.832814217E-2,8.026599884E-2,1.297545433E-2
1.823093262E1,-1.270441413E-1,7.822895050E-2,5.371776223E-2
1.833099968E1,-8.662408590E-2,7.831096649E-2,6.238126755E-2
1.843106645E1,-4.596501589E-2,7.465457916E-2,4.158437252E-3
1.853113468E1,-1.128516197E-1,5.869007111E-2,-4.935389757E-2
1.863120158E1,-7.731115818E-2,7.588005066E-2,-2.081739902E-2
1.873126864E1,-3.404670954E-2,3.129291534E-2,1.041966677E-2
1.883133577E1,-1.037221551E-1,1.033239365E-1,-1.302418113E-2
1.893140374E1,-4.750585556E-2,4.902362823E-2,7.167378068E-2
1.903147094E1,-8.203810453E-2,5.496501923E-2,-1.667124033E-2
1.913163006E1,-4.652988911E-2,7.220935822E-2,7.451257110E-2
1.923169509E1,-7.987767458E-2,7.535171509E-2,2.613353729E-2
1.933176212E1,-1.129212379E-1,8.525180817E-2,3.874289989E-2
1.943182952E1,-6.248736382E-2,5.297756195E-2,4.279059172E-2
1.953189815E1,-1.017632484E-1,8.507061005E-2,-4.576501250E-2
1.963196558E1,-1.010583639E-1,9.731197357E-2,-7.642689347E-2
1.973203264E1,-3.799605370E-2,6.550312042E-2,-5.726650357E-2
1.983209978E1,-1.032139063E-1,5.805969238E-2,4.733026028E-2
1.993216674E1,-7.129001617E-2,9.666633606E-2,3.822091222E-2
2.003223391E1,-5.868792534E-3,6.610012054E-2,7.184523344E-2
2.013230104E1,-1.197573543E-1,2.836704254E-2,5.522760749E-2
2.023236727E1,-8.183026314E-2,5.314159393E-2,7.054826617E-2
2.033243413E1,-8.012282848E-2,9.065532684E-2,-1.198155880E-1
2.043250123E1,-3.991055489E-2,7.023906708E-2,3.089162707E-2
2.053256930E1,-7.479536533E-2,6.828022003E-2,6.952840090E-2
2.063263780E1,-7.370078564E-2,8.376693726E-2,1.576307416E-2
2.073270506E1,-9.512054920E-2,8.254814148E-2,-2.973136306E-2
2.083277216E1,-2.951216698E-2,6.027889252E-2,1.381272078E-2
2.093283816E1,-7.627010345E-2,5.532264709E-2,2.541753650E-2
2.103290515E1,-8.972072601E-2,9.785556793E-2,-3.193512559E-2
2.113297188E1,-5.303466320E-2,7.715702057E-2,4.660934210E-2
2.123303735E1,-7.643795013E-2,5.917930603E-2,4.585501552E-2
2.133310454E1,-9.159922600E-2,1.077852249E-1,2.469018102E-2
2.143317201E1,-7.971441746E-2,7.685184479E-2,8.003765345E-2
2.153324157E1,-5.094742775E-2,5.790424347E-2,-4.361271858E-4
2.163330880E1,-6.029379368E-2,6.871223450E-2,1.106667519E-2
2.173337600E1,-1.349792480E-1,1.030368805E-1,-2.594551444E-2
2.183344837E1,-6.196558475E-2,7.445240021E-2,6.484758854E-2
2.193351550E1,1.071488857E-2,2.338123322E-2,-3.281995654E-2
2.203358330E1,-1.088558435E-1,1.092386246E-1,-5.083519220E-2
2.213364453E1,-6.434798241E-2,5.974769592E-2,1.236107945E-2
2.223371059E1,-9.611308575E-2,4.535961151E-2,5.076748133E-2
2.233377702E1,-4.893112183E-2,1.155967712E-1,-4.986321926E-2
2.243384419E1,-1.084004641E-1,1.000051498E-1,3.849643469E-2
2.253391232E1,-7.713615894E-2,8.403396606E-2,-7.799595594E-3
2.263397935E1,-8.387100697E-2,8.386898041E-2,-7.588863373E-3
2.273404648E1,-1.090594530E-1,7.876205444E-2,1.008765697E-1
2.283411348E1,-8.216178417E-2,5.068397522E-2,7.515639067E-3
2.293418067E1,-5.096685886E-2,6.116867065E-2,4.340797663E-3
2.303424774E1,-4.011273384E-2,3.551959991E-2,-5.792140961E-3
2.313431500E1,-1.211640835E-1,9.595966339E-2,2.206721902E-2
2.323438090E1,-4.017651081E-2,5.385398865E-2,2.065092325E-2
2.333444780E1,-3.830873966E-2,7.396125793E-2,-6.134724617E-2
2.344345376E1,-1.142363548E-1,9.153366089E-2,-4.263585806E-2
2.354986002E1,-5.353450775E-2,5.151844025E-2,-1.686340570E-2
2.365626475E1,-6.947815418E-2,7.290649414E-2,1.320737600E-2
2.376473795E1,-1.096367836E-1,6.322479248E-2,3.245770931E-3
2.386480501E1,-4.352867603E-2,1.009740829E-1,-3.750509024E-2
2.396487184E1,-8.357226849E-2,7.154560089E-2,-5.753815174E-2
2.406493988E1,-1.106551886E-1,6.565570831E-2,-4.278221726E-2
2.416500694E1,-5.733954906E-2,6.498908997E-2,2.922907472E-2
2.426507317E1,-5.190074444E-2,9.793090820E-2,-5.326533318E-2
2.436514600E1,-3.637337685E-2,6.594944000E-2,2.976986766E-2
2.446521323E1,-7.212233543E-2,7.756328583E-2,2.747929096E-2
2.456528153E1,-1.412537098E-1,1.245555878E-1,7.299655676E-2
2.466534296E1,-4.428815842E-2,7.135868073E-2,4.304489493E-2
2.476541006E1,-4.480278492E-2,6.597042084E-2,6.855913997E-2
2.486547716E1,-1.375302076E-1,1.063385010E-1,-3.525474668E-2
2.496554372E1,-6.500053406E-2,8.720016479E-2,1.738557220E-2
2.506561139E1,-2.309882641E-2,8.453559875E-2,-2.116495371E-2
2.516567825E1,-5.791461468E-2,5.297851562E-2,-3.021249175E-2
2.526574468E1,-1.423989534E-1,5.651092529E-2,8.195057511E-2
2.536581138E1,-5.270719528E-2,9.714126587E-2,-3.133186698E-2
2.546587891E1,-6.505274773E-2,8.759593964E-2,6.319135427E-3
2.556594664E1,-1.299558878E-1,9.344387054E-2,4.813975096E-2
2.566601361E1,-9.060335159E-2,6.133842468E-2,3.033304214E-2
2.576608071E1,-4.452204704E-2,9.181976318E-2,2.364271879E-2
2.586614791E1,-4.724144936E-2,1.034221649E-1,1.381194592E-2
2.596621490E1,-5.794560909E-2,7.446384430E-2,8.611103892E-2
2.606628247E1,-7.740259171E-2,5.503463745E-2,-7.032036781E-3
2.616635010E1,-4.815375805E-2,7.925891876E-2,3.732684255E-2
2.626641657E1,-7.877182961E-2,6.782817841E-2,-5.645325780E-2
2.636648327E1,-7.874464989E-2,9.195613861E-2,4.143849015E-2
2.646659709E1,-6.529045105E-2,3.710365295E-2,3.852522373E-2
2.656666519E1,-9.542608261E-2,8.534812927E-2,-1.503968239E-2
2.666673235E1,-8.111333847E-2,1.024923325E-1,-9.522113204E-2
2.676679878E1,-9.812462330E-2,9.671401978E-2,3.673464060E-2
2.686686585E1,-3.940474987E-2,6.967258453E-2,6.471300125E-2
2.696693298E1,-8.965349197E-2,8.598804474E-2,-6.118562818E-2
2.706700014E1,-2.649462223E-2,7.827186584E-2,1.790806651E-2
2.716706751E1,-7.743906975E-2,7.291889191E-2,9.684592485E-3
2.726713357E1,-8.157646656E-2,7.183647156E-2,1.883968711E-2
2.736720114E1,-4.067945480E-2,5.661392212E-2,5.869206786E-2
2.746726814E1,-8.327925205E-2,7.707214355E-2,4.508504272E-2
2.756733634E1,-1.947176456E-2,8.164691925E-2,2.308320999E-2
2.766740313E1,-8.267593384E-2,7.638740540E-2,4.650801420E-2
2.776747043E1,-7.454931736E-2,7.088375092E-2,1.728171110E-2
2.786753760E1,-5.166411400E-2,7.505130768E-2,-2.057585120E-2
2.796760473E1,-1.607848406E-1,9.302234650E-2,-2.316600084E-2
2.806767136E1,-8.639585972E-2,1.063537598E-1,-1.775062084E-2
2.816773806E1,-1.535296440E-2,6.345844269E-2,2.796301246E-2
2.826780895E1,-8.723163605E-2,9.280776978E-2,-1.603981853E-2
2.836787632E1,-1.981627941E-2,7.106494904E-2,-8.062720299E-4
2.846794388E1,-3.514766693E-2,9.176445007E-2,8.036226034E-3
2.856800721E1,-1.199620962E-1,7.486343384E-2,4.548156261E-2
2.866807441E1,-1.250847578E-1,6.934356689E-2,2.915689349E-2
2.876814151E1,-6.538510323E-3,6.486415863E-2,-2.364227176E-2
2.886820871E1,-1.026774645E-1,7.016086578E-2,7.531109452E-2
2.896827574E1,-1.616442800E-1,1.109056473E-1,-1.900807023E-2
2.906834274E1,-2.830779552E-2,5.114173889E-2,-3.746747971E-4
2.916840947E1,-1.146956682E-1,8.733463287E-2,7.823228836E-3
2.926847584E1,-2.064019442E-2,5.461120605E-2,7.628455758E-2
2.936854360E1,-1.390521526E-1,5.945873260E-2,-3.196907043E-2
2.946861110E1,-6.362551451E-2,1.139345169E-1,-1.025305986E-1
2.956867916E1,-2.850091457E-2,4.591178894E-2,2.555927634E-2
2.966874583E1,-1.580259800E-1,8.526325226E-2,-4.338622093E-4
2.976881293E1,-1.102245450E-1,4.092502594E-2,1.380357146E-2
2.986888069E1,-1.460615993E-1,7.914733887E-2,1.202282310E-2
2.996894776E1,-1.047447324E-1,7.592964172E-2,7.819086313E-3
3.006901492E1,-1.347704530E-1,7.606410980E-2,3.638574481E-2
3.016908112E1,-3.534609079E-2,5.825901031E-2,-8.587539196E-3
3.026915065E1,-2.873760462E-2,1.009016037E-1,-1.167312264E-1
3.036921781E1,-2.376645803E-1,9.456729889E-2,6.193512678E-2
