"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.537381322E1,2.103331126E-2,-5.003780499E-2,-2.515848540E-2
1.547388104E1,2.638937731E-4,-2.560319565E-2,1.638035290E-2
1.557394828E1,-2.417071536E-2,2.326602489E-2,1.719585620E-3
1.567401593E1,1.675725542E-2,5.258755386E-2,-2.332589030E-2
1.577408234E1,2.103331126E-2,1.020676419E-1,-4.165184870E-2
1.587414916E1,1.736812107E-2,3.181813657E-2,-3.798665479E-2
1.597421620E1,-6.082263216E-2,-1.338589005E-2,1.332602464E-2
1.607428268E1,-2.355985157E-2,-2.499233000E-2,2.859765664E-2
1.617435030E1,-1.195341069E-2,-4.454001784E-2,3.552181413E-3
1.627441821E1,3.325061873E-2,-1.460762043E-2,4.875621200E-2
1.637448622E1,-3.469714429E-4,-1.168585150E-3,2.004554309E-2
1.647455251E1,1.675725542E-2,4.329202231E-3,1.638035290E-2
1.657461908E1,1.553552505E-2,9.216123261E-3,2.309986949E-2
1.667469107E1,-1.568701933E-3,-9.109833278E-3,3.592804074E-2
1.677475461E1,-1.195341069E-2,-1.094242930E-2,3.104111739E-2
1.687482066E1,3.929085098E-3,-1.521848608E-2,2.615419589E-2
1.697488734E1,-3.150109947E-2,-1.216415968E-2,2.676505968E-2
1.707495479E1,-5.844758358E-3,-2.390315756E-3,2.615419589E-2
1.717502043E1,1.248119865E-2,1.885741018E-3,1.760208048E-2
1.727508892E1,6.372546311E-3,3.718336811E-3,2.615419589E-2
1.737515623E1,1.858985052E-2,4.329202231E-3,1.515862066E-2
1.747522334E1,1.248119865E-2,5.314527516E-5,2.248900384E-2
1.757529286E1,1.736812107E-2,-1.033156365E-2,1.576948725E-2
1.767535684E1,4.058100283E-2,-1.216415968E-2,2.432160079E-2
1.777542855E1,1.003773790E-2,-1.582935080E-2,2.554333024E-2
1.787549883E1,8.205141872E-3,-2.377059869E-2,2.493246458E-2
1.797555888E1,-8.288219571E-3,-1.094242930E-2,2.004554309E-2
1.807562646E1,-9.578366880E-4,3.107471392E-3,2.371073514E-2
1.817569057E1,-7.066489197E-3,1.960083470E-2,1.454775594E-2
1.827575939E1,6.983411498E-3,5.314527516E-5,1.699121669E-2
1.837582720E1,1.248119865E-2,4.940067418E-3,2.126727253E-2
1.847589491E1,1.370292995E-2,-1.521848608E-2,1.454775594E-2
1.857596119E1,-1.134254597E-2,-2.390315756E-3,1.454775594E-2
1.867603018E1,-1.867293008E-2,-1.155329403E-2,2.248900384E-2
1.877609532E1,-1.561860275E-2,-9.109833278E-3,1.515862066E-2
1.887616360E1,-7.066489197E-3,4.329202231E-3,2.554333024E-2
1.897623238E1,3.929085098E-3,5.550932605E-3,1.943467744E-2
1.907639206E1,-9.578366880E-4,-7.888102904E-3,1.943467744E-2
1.917645734E1,1.431379374E-2,-1.155329403E-2,2.309986949E-2
1.927652568E1,-7.677354384E-3,-7.277237717E-3,1.882381178E-2
1.937659296E1,1.309206430E-2,1.274875714E-3,2.309986949E-2
1.947666054E1,1.736812107E-2,1.885741018E-3,1.576948725E-2
1.957672882E1,1.370292995E-2,-1.216415968E-2,2.126727253E-2
1.967679477E1,-1.500773709E-2,-1.705108024E-2,9.660834447E-3
1.977686188E1,-2.905763872E-2,-1.033156365E-2,1.088256482E-2
1.987692953E1,5.761681125E-3,5.550932605E-3,1.821294799E-2
1.997699648E1,2.096489538E-3,1.471391134E-2,2.371073514E-2
2.007706329E1,1.370292995E-2,-1.779450453E-3,1.149342954E-2
2.017712857E1,2.714196406E-2,-9.720697999E-3,1.699121669E-2
2.027719782E1,3.997013345E-2,-1.338589005E-2,2.371073514E-2
2.037726463E1,-7.677354384E-3,-2.438146435E-2,1.943467744E-2
2.047733174E1,-2.179567004E-3,-1.033156365E-2,1.271515992E-2
2.057739855E1,1.248119865E-2,4.329202231E-3,1.882381178E-2
2.067746883E1,1.370292995E-2,2.496606437E-3,2.309986949E-2
2.077753311E1,7.594276685E-3,-4.222911317E-3,2.187814005E-2
2.087760056E1,1.553552505E-2,-6.666372530E-3,2.920852043E-2
2.097766714E1,2.530936897E-2,-3.612046130E-3,2.493246458E-2
2.107774042E1,-2.790432423E-3,1.885741018E-3,2.309986949E-2
2.117779920E1,6.983411498E-3,-3.001180943E-3,1.576948725E-2
2.127786762E1,1.248119865E-2,-5.444642156E-3,2.065640874E-2
2.137793706E1,-1.012081560E-2,-2.315973490E-2,2.187814005E-2
2.147800424E1,8.747590473E-4,3.718336811E-3,1.760208048E-2
2.157806996E1,-1.568701933E-3,3.107471392E-3,2.065640874E-2
2.167813774E1,1.485624351E-3,1.227045059E-2,1.821294799E-2
2.177821002E1,-1.012081560E-2,-6.666372530E-3,2.004554309E-2
2.187827170E1,1.553552505E-2,-1.216415968E-2,2.493246458E-2
2.197834412E1,1.187033392E-2,-5.577199627E-4,2.004554309E-2
2.207840630E1,1.003773790E-2,-1.644021645E-2,2.248900384E-2
2.217847088E1,-1.378600672E-2,-3.001180943E-3,1.454775594E-2
2.227853903E1,8.816007525E-3,4.329202231E-3,2.065640874E-2
2.237860675E1,2.096489538E-3,1.885741018E-3,2.126727253E-2
2.247867396E1,6.372546311E-3,-5.577199627E-4,1.760208048E-2
2.257874114E1,-3.469714429E-4,-1.399675570E-2,1.210429519E-2
2.267881616E1,-2.179567004E-3,-9.720697999E-3,7.828238420E-3
2.277887570E1,1.248119865E-2,-1.582935080E-2,1.515862066E-2
2.287894328E1,1.675725542E-2,-3.001180943E-3,1.638035290E-2
2.297901043E1,2.714196406E-2,-2.071627229E-2,1.271515992E-2
2.307907711E1,8.816007525E-3,-1.644021645E-2,1.393689029E-2
2.317914206E1,1.492465939E-2,-1.888367720E-2,1.638035290E-2
2.327921664E1,2.164417692E-2,-6.666372530E-3,1.638035290E-2
2.337927899E1,1.125946827E-2,-6.666372530E-3,1.332602464E-2
2.347934517E1,2.638937731E-4,-7.277237717E-3,1.454775594E-2
2.357941245E1,-2.790432423E-3,-1.779450453E-3,1.271515992E-2
2.367948173E1,8.205141872E-3,-5.577199627E-4,9.049968794E-3
2.377954698E1,-8.899085224E-3,1.274875714E-3,1.027169917E-2
2.387961419E1,-7.677354384E-3,-6.055507343E-3,9.660834447E-3
2.397968127E1,-2.050552331E-2,1.885741018E-3,7.828238420E-3
2.407974842E1,8.816007525E-3,-1.168585150E-3,2.004554309E-2
2.417981307E1,-5.844758358E-3,4.940067418E-3,7.828238420E-3
2.427988121E1,-1.317514107E-2,1.274875714E-3,9.660834447E-3
2.437994989E1,-7.677354384E-3,-5.577199627E-4,8.439103141E-3
