"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.842070761E1,1.103760719E0,9.806949615E0,-4.094209969E-1
2.852077542E1,1.048692346E0,9.773429871E0,-3.328042030E-1
2.862084500E1,1.003201127E0,9.821314812E0,-3.759011328E-1
2.872090908E1,1.027143836E0,9.809344292E0,-3.184385598E-1
2.882097602E1,1.010383964E0,9.802161217E0,-3.471698463E-1
2.892104380E1,9.744698405E-1,9.845257759E0,-4.477293789E-1
2.902111029E1,8.954587579E-1,9.806949615E0,-5.626545548E-1
2.912117723E1,8.571503758E-1,9.828497887E0,-4.405465722E-1
2.922123961E1,9.146129489E-1,9.859623909E0,-5.267404318E-1
2.932131722E1,8.260248303E-1,9.840469360E0,-4.573064744E-1
2.942137881E1,7.805336118E-1,9.854835510E0,-5.889915824E-1
2.952144588E1,7.134938836E-1,9.862017632E0,-4.764606953E-1
2.962151293E1,7.182824612E-1,9.816526413E0,-4.118152559E-1
2.972158024E1,6.129343510E-1,9.857229233E0,-4.860377908E-1
2.982164726E1,6.273000240E-1,9.873989105E0,-5.363175869E-1
2.992171491E1,5.458946824E-1,9.857229233E0,-4.501236677E-1
3.002178142E1,6.584255695E-1,9.859623909E0,-3.782954216E-1
3.012184830E1,6.680026650E-1,9.818921089E0,-4.836435020E-1
3.022191408E1,6.775797606E-1,9.814132690E0,-4.046324492E-1
3.032198893E1,6.105400920E-1,9.859623909E0,-5.674431324E-1
3.042205017E1,6.081457734E-1,9.838075638E0,-4.956148863E-1
3.052211709E1,7.901107073E-1,9.840469360E0,-3.567469418E-1
3.062218473E1,7.182824612E-1,9.658504486E0,-9.744698405E-1
3.072225135E1,8.379961848E-1,9.924268723E0,-7.470137477E-1
3.082231936E1,8.403904438E-1,9.852440834E0,-7.518022656E-1
3.092238568E1,6.464542150E-1,9.809344292E0,-6.991282701E-1
3.102245252E1,8.092648983E-1,9.847652435E0,-5.339232683E-1
3.112251990E1,8.643332124E-1,9.840469360E0,-6.512427330E-1
3.122258322E1,9.098244309E-1,9.804554939E0,-7.039167881E-1
3.132265380E1,7.877163887E-1,9.826104164E0,-6.129343510E-1
3.142272225E1,8.332076073E-1,9.806949615E0,-6.344828010E-1
3.152278829E1,8.116591573E-1,9.830892563E0,-6.703969240E-1
3.162285551E1,8.882759809E-1,9.830892563E0,-5.746259689E-1
3.172292312E1,8.834874034E-1,9.821314812E0,-5.746259689E-1
3.182298980E1,9.170072675E-1,9.802161217E0,-5.770202279E-1
3.192305662E1,8.691217303E-1,9.794978142E0,-4.908263385E-1
3.202312386E1,8.260248303E-1,9.818921089E0,-4.501236677E-1
3.212319084E1,8.619389534E-1,9.833286285E0,-5.195576549E-1
3.222326419E1,9.074301720E-1,9.797372818E0,-5.027977228E-1
3.232332767E1,9.768640995E-1,9.826104164E0,-6.584255695E-1
3.242339259E1,8.691217303E-1,9.806949615E0,-4.046324492E-1
3.252345950E1,9.002473354E-1,9.816526413E0,-4.644893110E-1
3.262352728E1,9.457385540E-1,9.847652435E0,-6.129343510E-1
3.272359440E1,9.385557175E-1,9.826104164E0,-4.525179267E-1
3.282366138E1,8.523618579E-1,9.850046158E0,-4.620950520E-1
3.292372809E1,8.882759809E-1,9.790189743E0,-3.806896806E-1
3.302379860E1,9.481328130E-1,9.833286285E0,-4.692778587E-1
3.312386282E1,9.840469360E-1,9.821314812E0,-4.836435020E-1
3.322392540E1,9.840469360E-1,9.785401344E0,-5.650488734E-1
3.332400444E1,8.810931444E-1,9.850046158E0,-5.674431324E-1
3.342406369E1,9.864411950E-1,9.857229233E0,-5.219519138E-1
3.352413071E1,9.864411950E-1,9.773429871E0,-4.716721475E-1
3.362419765E1,1.007989645E0,9.823709488E0,-6.081457734E-1
3.372426473E1,9.337671995E-1,9.811738014E0,-5.770202279E-1
3.382448096E1,9.792584181E-1,9.806949615E0,-6.296942830E-1
3.392455544E1,1.019961119E0,9.828497887E0,-6.608198285E-1
3.402461589E1,1.005595446E0,9.759063721E0,-5.339232683E-1
3.412468213E1,1.113337755E0,9.783006668E0,-6.273000240E-1
3.422475082E1,1.113337755E0,9.771035194E0,-5.554717779E-1
3.432481666E1,1.118126392E0,9.811738014E0,-5.842030644E-1
3.442488331E1,1.132491946E0,9.787795067E0,-5.004034638E-1
3.452495089E1,1.134886265E0,9.799766541E0,-5.171633363E-1
3.462501813E1,1.118126392E0,9.797372818E0,-5.578660369E-1
3.472508518E1,1.194743156E0,9.785401344E0,-4.573064744E-1
3.482515233E1,1.240234375E0,9.797372818E0,-5.554717779E-1
3.492521954E1,1.321639657E0,9.780612946E0,-5.626545548E-1
3.502528652E1,1.292908430E0,9.754275322E0,-6.512427330E-1
3.512535736E1,1.292908430E0,9.715967178E0,-4.932205975E-1
3.522542358E1,1.324033976E0,9.790189743E0,-5.770202279E-1
3.532549099E1,1.398256540E0,9.737515450E0,-4.788549542E-1
3.542555507E1,1.347976685E0,9.744698524E0,-5.674431324E-1
3.552562215E1,1.362342358E0,9.751881599E0,-5.411061049E-1
