"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.665184767E1,-2.846919298E-1,-2.247348726E-1,-1.814385802E-1
2.675191538E1,-2.132206857E-1,-1.954133511E-1,-2.913943231E-1
2.685198152E1,4.086401463E-1,-1.722004712E-1,-5.583424568E-1
2.695205154E1,4.440703094E-1,3.122156560E-1,2.938145697E-1
2.705211942E1,2.253805697E-1,-2.479477525E-1,-9.958264232E-2
2.715218393E1,2.485934496E-1,2.181424201E-1,-5.076406002E-1
2.725225148E1,1.820091307E-1,4.099150002E-2,-5.815553069E-1
2.735232613E1,6.438232660E-1,-3.181972802E-1,1.075006798E-1
2.745238588E1,-1.774380356E-2,5.931745842E-2,1.838588268E-1
2.755244616E1,-3.421132565E-1,3.042744100E-1,2.370041013E-1
2.765251900E1,-1.307538748E-1,5.131903291E-1,6.542251110E-1
2.775258848E1,-6.799217463E-1,1.411343087E-2,-2.907834649E-1
2.785265946E1,-7.516513765E-2,-3.719924763E-2,4.544721246E-1
2.795272374E1,4.165813923E-1,3.879629374E-1,6.633880734E-1
2.805278776E1,7.550007105E-1,-1.306616366E-1,-7.820235193E-2
2.815286754E1,7.470595241E-1,-1.795308590E-1,-2.840639353E-1
2.825292302E1,5.790715218E-1,-5.442174077E-1,-1.224185586E0
2.835299047E1,3.102908432E-1,-1.825851798E-1,-1.080021381E0
2.845306285E1,6.960992515E-2,5.113577247E-1,-1.313476413E-1
2.855311669E1,-2.187184691E-1,5.290728211E-1,7.996110320E-1
2.865319048E1,-3.512762189E-1,4.032346010E-1,7.953349352E-1
2.875325876E1,-4.587885141E-1,1.686623394E-1,5.289976597E-1
2.885333767E1,-7.465060353E-1,-2.442825586E-1,1.453743279E-1
2.895339475E1,-3.036287129E-1,-3.029256165E-1,-3.544178978E-2
2.905346763E1,6.438232660E-1,2.346357852E-1,4.274896160E-2
2.915352731E1,8.826715946E-1,2.712876797E-1,-3.097202778E-1
2.925360089E1,3.658795655E-1,-3.096451461E-1,-1.252389848E-1
2.935366171E1,3.540147468E-2,3.763565123E-1,-5.442925692E-1
2.945373276E1,1.972807646E-1,-2.210696936E-1,6.412924081E-2
2.955378587E1,2.840236127E-1,3.855195045E-1,-6.615786552E-1
2.965386725E1,-2.260488570E-1,-4.721353054E-1,1.302963972E0
2.975393013E1,-7.465060353E-1,-1.489875913E-1,2.528866231E-1
2.985399644E1,-5.510291457E-1,3.916281462E-1,2.174564153E-1
2.995406555E1,-6.829760671E-1,-3.670664728E-1,-3.561460674E-1
3.005413797E1,-5.107120872E-1,-4.073835611E-1,-5.865466967E-2
3.015420568E1,-4.398516715E-1,1.747709960E-1,5.894733071E-1
3.025426486E1,4.953829944E-1,-9.099449031E-3,-3.915762305E-1
3.035433237E1,8.661782146E-1,-7.262942940E-2,-3.353766203E-1
3.045439938E1,5.405870080E-1,-2.119067013E-1,-5.003102422E-1
3.055446130E1,-2.871066681E-5,1.039106250E-1,-1.224185586E0
3.065453235E1,3.377797604E-1,8.558466285E-2,-4.722104371E-1
3.075460009E1,-3.598283529E-1,6.603697687E-2,8.442041874E-1
3.085467277E1,-2.584246993E-1,4.759275615E-1,1.224773169E0
3.095473759E1,-7.715514898E-1,9.780196846E-2,6.432294846E-1
3.105480220E1,-6.267764568E-1,-7.629462332E-2,2.809864283E-1
3.115486934E1,-5.882919431E-1,-3.688990772E-1,-3.065932775E-3
3.125493583E1,-2.455965430E-1,-5.710954666E-1,1.160527915E-1
3.135500727E1,8.686216474E-1,6.542611122E-2,-2.987247109E-1
3.145507205E1,6.224430203E-1,1.228083484E-2,-4.019609392E-1
3.155513310E1,4.440703094E-1,2.205467783E-2,-5.051971674E-1
3.165520512E1,1.361942440E-1,1.417842656E-1,-6.456961632E-1
3.175527410E1,1.019857898E-1,2.541834712E-1,-4.141782522E-1
3.185534171E1,-2.724746168E-1,-5.552520603E-2,4.831827879E-1
3.195540572E1,-4.062540829E-1,4.014019966E-1,7.727329135E-1
3.205547537E1,-3.286742270E-1,-1.502093226E-1,6.957639456E-1
3.215554652E1,-6.414371729E-1,-6.835337728E-2,3.512358963E-1
3.225560826E1,-6.249438524E-1,-3.090342581E-1,9.161818027E-2
3.235567518E1,-4.156754538E-2,1.240691766E-1,2.736560404E-1
3.245574066E1,5.008807778E-1,2.260836661E-1,1.453743279E-1
3.255581007E1,5.302023292E-1,-9.099449031E-3,-3.910698369E-2
3.265587482E1,1.160356849E-1,1.161279306E-1,-4.471649826E-1
3.275594650E1,2.724171877E-1,-1.373811513E-1,-9.389114976E-1
3.285600938E1,3.744316697E-1,1.356756091E-1,-5.277991891E-1
3.295608729E1,-3.524979651E-1,1.332321465E-1,-2.639054060E-1
3.305614258E1,-2.339901030E-1,4.429408312E-1,3.958290815E-1
3.315621023E1,-2.229945213E-1,3.329850733E-1,1.177736521E0
3.325628048E1,-6.029527187E-1,-2.009111345E-1,3.762813807E-1
3.335635156E1,-9.688609838E-1,-4.910721183E-1,1.844696999E-1
3.345641451E1,5.372743309E-2,-2.644411325E-1,3.634532094E-1
3.355835599E1,6.945250630E-1,2.828941345E-1,-3.964631557E-1
3.365842897E1,6.884164214E-1,-1.227203831E-1,-4.447214901E-1
3.375850235E1,3.206755519E-1,-3.762294650E-1,-3.744720221E-1
3.385856429E1,1.215334684E-1,-1.111139432E-1,-4.923689961E-1
3.395863204E1,1.341032516E-2,-6.016387343E-1,-3.011681736E-1
3.405870905E1,1.331399083E-1,3.146591187E-1,-5.223013759E-1
3.415876546E1,1.062618420E-1,7.703646421E-1,9.107884765E-1
3.425883258E1,-1.112061813E-1,7.960209250E-1,1.039681077E0
3.435889976E1,-4.575667679E-1,4.313343763E-1,6.572794318E-1
3.445896500E1,-7.941535115E-1,-4.299855828E-1,2.101260424E-1
3.455902455E1,-4.209148586E-1,-3.151429296E-1,-7.759149373E-2
3.465910850E1,-4.767620191E-2,6.783047691E-3,3.872769475E-1
3.475916918E1,8.912236691E-1,2.059251219E-1,-4.954233170E-1
3.485923859E1,9.510884881E-1,-1.520810090E-2,-7.037283778E-1
3.495930561E1,3.280059099E-1,-5.680411458E-1,-6.744068861E-1
3.505937429E1,-2.761397958E-1,-3.988314867E-1,-4.905364215E-1
3.515943696E1,-1.020432040E-1,1.320104152E-1,-3.604220748E-1
3.525951258E1,5.149306655E-1,4.484386146E-1,7.910588980E-1
3.535957056E1,1.111487672E-1,6.188700199E-1,1.674370050E0
3.545964184E1,-2.645333409E-1,4.979186952E-1,7.092029452E-1
3.555970992E1,-3.567740321E-1,2.462422252E-1,-5.926553160E-2
3.565976991E1,-6.964151263E-1,-2.900974751E-1,3.512358963E-1
3.575984402E1,-4.245800376E-1,-8.057067543E-2,3.549011052E-1
3.585990943E1,6.908598542E-1,2.883919477E-1,-5.711705685E-1
3.595997205E1,8.930562735E-1,1.344538927E-1,-5.064188838E-1
3.606004660E1,6.383255124E-1,-1.434898078E-1,-4.465540946E-1
3.616011331E1,-6.661301851E-2,-4.244878292E-1,-6.334788799E-1
3.626017309E1,-1.594645381E-1,-1.520419121E-1,-3.304897249E-1
3.636025191E1,-7.394340634E-2,5.553400517E-1,6.847683191E-1
3.646030845E1,-1.612971276E-1,5.926028490E-1,1.033572435E0
3.656037167E1,-5.436987877E-1,2.437987626E-1,8.582540751E-1
3.666044601E1,-5.785181522E-1,1.625536829E-1,1.282700896E-1
3.676051136E1,-8.711225390E-1,-5.710954666E-1,3.053165600E-2
3.686057717E1,-2.950766385E-1,2.725094259E-1,2.027956545E-1
