"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.280344584E1,9.098244458E-2,8.004060745E0,4.527573586E0
5.290351706E1,-1.946545362E0,9.361614227E0,3.442967176E0
5.300358150E1,-3.811685562E0,1.208390522E1,-8.858817071E-2
5.310365902E1,-1.515576005E0,9.526819229E0,3.426207304E0
5.320372283E1,-1.948939681E0,8.609811783E0,4.079844475E0
5.330378965E1,6.847625971E-1,7.211555958E0,4.984879971E0
5.340386436E1,2.126116037E0,4.977697372E0,8.399115562E0
5.350391217E1,3.636903524E0,3.306493521E0,1.227544689E1
5.360398752E1,7.570696831E0,2.063864946E0,1.205756760E1
5.370405614E1,8.238699913E0,5.542746067E0,7.405491829E0
5.380411748E1,7.494080067E-1,5.729499817E0,7.374366283E0
5.390418686E1,1.309668303E0,8.432636261E0,3.589017868E0
5.400426184E1,6.296942830E-1,7.623371124E0,7.118178844E0
5.410432812E1,1.359948039E0,8.490098000E0,6.045543671E0
5.420439623E1,-2.372726440E0,8.140534401E0,6.146103382E0
5.430445828E1,-1.041509509E0,7.443800449E0,7.721536160E0
5.440451873E1,-1.759791970E0,5.262616158E0,7.688016415E0
5.450459201E1,-2.322446555E-1,5.123748302E0,7.204372883E0
5.460465956E1,-2.087807655E0,5.296135902E0,9.237112045E0
5.470472757E1,-3.114951611E0,6.079063892E0,7.776604652E0
5.480481168E1,-2.461314440E0,5.784567833E0,5.763019562E0
5.490485380E1,5.315290093E-1,4.948966026E0,6.533976078E0
5.500492214E1,-3.818868399E0,3.936187744E0,1.184447765E1
5.510499466E1,6.225114465E-1,4.604190350E0,1.203601933E1
5.520505558E1,2.818061352E0,3.950553417E0,1.287162113E1
5.530512929E1,1.831620216E0,6.378347874E0,8.832479477E0
5.540564247E1,-3.974496126E-1,5.276981831E0,8.013637543E0
5.550570145E1,-5.985686928E-2,5.456552505E0,4.685595989E0
5.560577617E1,-1.060663700E0,5.166844845E0,6.541158676E0
5.570584005E1,-5.111776829E0,8.911490440E0,9.672870636E0
5.580591406E1,-4.271386147E0,1.185405445E1,4.431802750E0
5.590597174E1,3.126922846E0,1.102802944E1,6.500456333E0
5.600604435E1,-7.398309231E0,3.040729046E0,5.959350109E0
5.610610713E1,4.606584549E0,7.331269264E0,3.648874760E0
5.620617481E1,1.256994247E0,5.140508175E0,8.265036583E0
5.630624506E1,3.917033672E0,2.449343204E0,1.085803604E1
5.640631334E1,6.641718388E0,1.817254543E0,1.074311066E1
5.650637901E1,2.755810261E0,4.477293968E0,1.061860847E1
5.660644020E1,2.466102988E-1,6.023995399E0,7.956175327E0
5.670651144E1,1.189954638E0,6.814105988E0,5.418243885E0
5.680659252E1,-2.013585091E0,7.249864101E0,6.380742550E0
5.690664363E1,-8.020820618E-1,7.728719234E0,6.158074856E0
